document_id,asset_id,feeder_id,region_id,document_type,document_title,volume_path,created_date,effective_date,document_summary,sensitivity_classification
DOC-000201,AST-TSV-POL-004700,FDR-TSV-0086,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-004700,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000201.md,2026-05-05T08:05:41,2025-06-23T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0086,internal
DOC-000202,,FDR-MKY-0044,REG-MKY,risk_assessment,Risk Assessment — REG-MKY,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/risk_assessment/DOC-000202.md,2024-10-05T08:05:41,2025-06-26T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0044,internal
DOC-000203,AST-TSV-POL-003954,FDR-TSV-0075,REG-TSV,risk_assessment,Risk Assessment — AST-TSV-POL-003954,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/risk_assessment/DOC-000203.md,2025-02-13T08:05:41,2026-04-28T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0075,restricted
DOC-000204,AST-TSV-POL-003380,FDR-TSV-0066,REG-TSV,photo_pack,Photo Pack — AST-TSV-POL-003380,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/photo_pack/DOC-000204.md,2024-10-07T08:05:41,2025-11-04T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,restricted
DOC-000205,AST-TSV-POL-003964,FDR-TSV-0075,REG-TSV,risk_assessment,Risk Assessment — AST-TSV-POL-003964,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/risk_assessment/DOC-000205.md,2024-06-07T08:05:41,2025-07-12T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0075,internal
DOC-000206,,FDR-SEQ-0031,REG-SEQ,maintenance_standard,Maintenance Standard — REG-SEQ,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/maintenance_standard/DOC-000206.md,2025-02-03T08:05:41,2025-07-09T08:05:41,Effective date: 2025-07-09 Document id: DOC-000206,internal
DOC-000207,,FDR-SEQ-0025,REG-SEQ,vegetation_policy,Vegetation Policy — REG-SEQ,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/vegetation_policy/DOC-000207.md,2025-08-07T08:05:41,2026-03-30T08:05:41,Document id: DOC-000207 Effective date: 2026-03-30,restricted
DOC-000208,AST-TSV-RIN-004759,FDR-TSV-0087,REG-TSV,inspection_report,Inspection Report — AST-TSV-RIN-004759,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000208.md,2024-07-11T08:05:41,2026-01-05T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0087,internal
DOC-000209,AST-TSV-POL-003357,FDR-TSV-0066,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-003357,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000209.md,2026-03-20T08:05:41,2025-08-07T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0066,internal
DOC-000210,AST-TSV-TRA-003939,FDR-TSV-0075,REG-TSV,risk_assessment,Risk Assessment — AST-TSV-TRA-003939,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/risk_assessment/DOC-000210.md,2025-10-01T08:05:41,2025-07-03T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0075,internal
DOC-000211,AST-CQI-POL-005791,FDR-CQI-0102,REG-CQI,photo_pack,Photo Pack — AST-CQI-POL-005791,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/photo_pack/DOC-000211.md,2025-08-18T08:05:41,2026-03-15T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0102,restricted
DOC-000212,AST-TSV-POL-004376,FDR-TSV-0081,REG-TSV,photo_pack,Photo Pack — AST-TSV-POL-004376,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/photo_pack/DOC-000212.md,2025-02-27T08:05:41,2025-10-16T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,restricted
DOC-000213,AST-TSV-CON-004361,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-CON-004361,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000213.md,2024-06-02T08:05:41,2025-08-10T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,internal
DOC-000214,,FDR-MKY-0063,REG-MKY,maintenance_standard,Maintenance Standard — REG-MKY,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/maintenance_standard/DOC-000214.md,2025-03-22T08:05:41,2025-06-30T08:05:41,Effective date: 2025-06-30 Document id: DOC-000214,internal
DOC-000215,,FDR-MKY-0046,REG-MKY,risk_assessment,Risk Assessment — REG-MKY,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/risk_assessment/DOC-000215.md,2026-02-08T08:05:41,2025-06-03T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0046,internal
DOC-000216,AST-TSV-TRA-004373,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-TRA-004373,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000216.md,2024-06-15T08:05:41,2026-03-30T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,internal
DOC-000217,AST-TSV-POL-004340,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-004340,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000217.md,2025-07-31T08:05:41,2026-02-12T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,restricted
DOC-000218,AST-SEQ-CON-000563,FDR-SEQ-0010,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-CON-000563,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000218.md,2025-11-01T08:05:41,2025-06-24T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0010,internal
DOC-000219,,FDR--RW-0120,REG-RW,storm_response_plan,Storm Response Plan — REG-RW,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/storm_response_plan/DOC-000219.md,2025-02-08T08:05:41,2025-09-04T08:05:41,Document id: DOC-000219 Effective date: 2025-09-04,internal
DOC-000220,AST-TSV-POL-004390,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-004390,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000220.md,2025-01-22T08:05:41,2025-11-27T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,internal
DOC-000221,,FDR-SEQ-0017,REG-SEQ,maintenance_standard,Maintenance Standard — REG-SEQ,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/maintenance_standard/DOC-000221.md,2026-03-29T08:05:41,2025-11-14T08:05:41,Effective date: 2025-11-14 Document id: DOC-000221,restricted
DOC-000222,,FDR-SEQ-0004,REG-SEQ,storm_response_plan,Storm Response Plan — REG-SEQ,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/storm_response_plan/DOC-000222.md,2025-04-23T08:05:41,2025-12-02T08:05:41,Document id: DOC-000222 Effective date: 2025-12-02,internal
DOC-000223,AST-SEQ-POL-001495,FDR-SEQ-0028,REG-SEQ,engineering_drawing,Engineering Drawing — AST-SEQ-POL-001495,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/engineering_drawing/DOC-000223.md,2026-05-13T08:05:41,2025-12-24T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0028,internal
DOC-000224,AST-TSV-POL-003500,FDR-TSV-0067,REG-TSV,risk_assessment,Risk Assessment — AST-TSV-POL-003500,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/risk_assessment/DOC-000224.md,2024-10-21T08:05:41,2026-01-25T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0067,internal
DOC-000225,,FDR-MKY-0054,REG-MKY,storm_response_plan,Storm Response Plan — REG-MKY,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/storm_response_plan/DOC-000225.md,2025-09-16T08:05:41,2026-05-12T08:05:41,Document id: DOC-000225 Effective date: 2026-05-12,restricted
DOC-000226,AST-SEQ-POL-001495,FDR-SEQ-0028,REG-SEQ,photo_pack,Photo Pack — AST-SEQ-POL-001495,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/photo_pack/DOC-000226.md,2024-08-12T08:05:41,2025-12-14T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0028,internal
DOC-000227,AST-CQI-POL-005627,FDR-CQI-0100,REG-CQI,inspection_report,Inspection Report — AST-CQI-POL-005627,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/inspection_report/DOC-000227.md,2025-08-28T08:05:41,2025-08-26T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0100,internal
DOC-000228,AST--RW-POL-006798,FDR--RW-0116,REG-RW,photo_pack,Photo Pack — AST--RW-POL-006798,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/photo_pack/DOC-000228.md,2025-02-28T08:05:41,2026-02-09T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0116,restricted
DOC-000229,AST-TSV-POL-003922,FDR-TSV-0075,REG-TSV,work_order_pdf,Work Order Pdf — AST-TSV-POL-003922,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/work_order_pdf/DOC-000229.md,2025-05-06T08:05:41,2026-03-26T08:05:41,Work order id: WO-EX-DOC-000229 Region: Townsville / Cairns Coastal Corridor,internal
DOC-000230,AST-CQI-POL-005953,FDR-CQI-0105,REG-CQI,engineering_drawing,Engineering Drawing — AST-CQI-POL-005953,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/engineering_drawing/DOC-000230.md,2024-06-16T08:05:41,2025-06-27T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0105,confidential
DOC-000231,AST-TSV-POL-004424,FDR-TSV-0081,REG-TSV,engineering_drawing,Engineering Drawing — AST-TSV-POL-004424,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/engineering_drawing/DOC-000231.md,2024-06-24T08:05:41,2026-01-28T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,internal
DOC-000232,AST--RW-POL-007530,FDR--RW-0124,REG-RW,inspection_report,Inspection Report — AST--RW-POL-007530,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/inspection_report/DOC-000232.md,2024-11-25T08:05:41,2026-03-27T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0124,confidential
DOC-000233,AST-TSV-POL-004077,FDR-TSV-0077,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-004077,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000233.md,2025-09-15T08:05:41,2026-01-25T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0077,restricted
DOC-000234,AST-MKY-REC-003214,FDR-MKY-0063,REG-MKY,inspection_report,Inspection Report — AST-MKY-REC-003214,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000234.md,2025-01-29T08:05:41,2025-08-25T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0063,restricted
DOC-000235,AST-SEQ-POL-000884,FDR-SEQ-0016,REG-SEQ,engineering_drawing,Engineering Drawing — AST-SEQ-POL-000884,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/engineering_drawing/DOC-000235.md,2025-07-04T08:05:41,2026-01-29T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0016,confidential
DOC-000236,AST-SEQ-TRA-001999,FDR-SEQ-0039,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-TRA-001999,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000236.md,2024-07-29T08:05:41,2026-05-01T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0039,internal
DOC-000237,AST-MKY-POL-003130,FDR-MKY-0061,REG-MKY,work_order_pdf,Work Order Pdf — AST-MKY-POL-003130,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/work_order_pdf/DOC-000237.md,2026-03-14T08:05:41,2026-01-28T08:05:41,Work order id: WO-EX-DOC-000237 Region: Mackay / Whitsunday Corridor,restricted
DOC-000238,AST-CQI-POL-005446,FDR-CQI-0097,REG-CQI,inspection_report,Inspection Report — AST-CQI-POL-005446,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/inspection_report/DOC-000238.md,2025-09-23T08:05:41,2025-07-06T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0097,restricted
DOC-000239,AST-SEQ-RIN-000366,FDR-SEQ-0008,REG-SEQ,work_order_pdf,Work Order Pdf — AST-SEQ-RIN-000366,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/work_order_pdf/DOC-000239.md,2026-04-16T08:05:41,2026-04-20T08:05:41,Work order id: WO-EX-DOC-000239 Region: SEQ Metro Storm Belt,internal
DOC-000240,,FDR-SEQ-0011,REG-SEQ,maintenance_standard,Maintenance Standard — REG-SEQ,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/maintenance_standard/DOC-000240.md,2024-06-07T08:05:41,2025-05-27T08:05:41,Effective date: 2025-05-27 Document id: DOC-000240,internal
DOC-000241,AST--RW-POL-006653,FDR--RW-0115,REG-RW,inspection_report,Inspection Report — AST--RW-POL-006653,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/inspection_report/DOC-000241.md,2025-06-05T08:05:41,2025-09-28T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0115,internal
DOC-000242,AST--RW-SWI-007632,FDR--RW-0125,REG-RW,photo_pack,Photo Pack — AST--RW-SWI-007632,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/photo_pack/DOC-000242.md,2026-01-06T08:05:41,2025-06-27T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0125,restricted
DOC-000243,AST-MKY-CON-003150,FDR-MKY-0062,REG-MKY,inspection_report,Inspection Report — AST-MKY-CON-003150,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000243.md,2024-12-17T08:05:41,2026-01-11T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0062,internal
DOC-000244,AST--RW-SEC-006764,FDR--RW-0116,REG-RW,inspection_report,Inspection Report — AST--RW-SEC-006764,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/inspection_report/DOC-000244.md,2025-07-22T08:05:41,2025-06-14T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0116,restricted
DOC-000245,AST-CQI-POL-005989,FDR-CQI-0106,REG-CQI,engineering_drawing,Engineering Drawing — AST-CQI-POL-005989,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/engineering_drawing/DOC-000245.md,2024-10-23T08:05:41,2025-08-14T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0106,internal
DOC-000246,,FDR-SEQ-0004,REG-SEQ,vegetation_policy,Vegetation Policy — REG-SEQ,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/vegetation_policy/DOC-000246.md,2024-09-20T08:05:41,2026-03-11T08:05:41,Document id: DOC-000246 Effective date: 2026-03-11,restricted
DOC-000247,AST--RW-POL-006261,FDR--RW-0110,REG-RW,inspection_report,Inspection Report — AST--RW-POL-006261,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/inspection_report/DOC-000247.md,2026-05-13T08:05:41,2025-08-09T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0110,restricted
DOC-000248,AST-MKY-POL-003290,FDR-MKY-0064,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-003290,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000248.md,2024-12-15T08:05:41,2025-06-21T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0064,internal
DOC-000249,AST--RW-POL-007836,FDR--RW-0127,REG-RW,photo_pack,Photo Pack — AST--RW-POL-007836,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/photo_pack/DOC-000249.md,2026-01-19T08:05:41,2025-10-02T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0127,internal
DOC-000250,AST-MKY-POL-002191,FDR-MKY-0043,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-002191,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000250.md,2025-02-06T08:05:41,2026-01-30T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0043,internal
DOC-000251,AST-TSV-TRA-004627,FDR-TSV-0085,REG-TSV,inspection_report,Inspection Report — AST-TSV-TRA-004627,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000251.md,2024-10-29T08:05:41,2025-06-18T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0085,internal
DOC-000252,AST-SEQ-TRA-002164,FDR-SEQ-0042,REG-SEQ,photo_pack,Photo Pack — AST-SEQ-TRA-002164,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/photo_pack/DOC-000252.md,2025-10-10T08:05:41,2025-10-02T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0042,restricted
DOC-000253,AST-CQI-POL-005713,FDR-CQI-0101,REG-CQI,work_order_pdf,Work Order Pdf — AST-CQI-POL-005713,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/work_order_pdf/DOC-000253.md,2024-06-27T08:05:41,2026-04-16T08:05:41,Work order id: WO-EX-DOC-000253 Region: Central Queensland Industrial Belt,internal
DOC-000254,AST-TSV-SWI-004384,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-SWI-004384,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000254.md,2024-12-16T08:05:41,2025-06-13T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,confidential
DOC-000255,AST-SEQ-POL-000165,FDR-SEQ-0004,REG-SEQ,engineering_drawing,Engineering Drawing — AST-SEQ-POL-000165,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/engineering_drawing/DOC-000255.md,2026-01-31T08:05:41,2026-02-28T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0004,internal
DOC-000256,AST--RW-POL-006792,FDR--RW-0116,REG-RW,inspection_report,Inspection Report — AST--RW-POL-006792,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/inspection_report/DOC-000256.md,2024-08-31T08:05:41,2026-04-26T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0116,restricted
DOC-000257,AST-SEQ-TRA-000767,FDR-SEQ-0014,REG-SEQ,photo_pack,Photo Pack — AST-SEQ-TRA-000767,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/photo_pack/DOC-000257.md,2026-03-30T08:05:41,2025-07-13T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0014,confidential
DOC-000258,AST-SEQ-POL-000398,FDR-SEQ-0008,REG-SEQ,inspection_report,Inspection Report — AST-SEQ-POL-000398,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/inspection_report/DOC-000258.md,2025-02-23T08:05:41,2026-05-01T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0008,restricted
DOC-000259,AST-MKY-TRA-002974,FDR-MKY-0058,REG-MKY,photo_pack,Photo Pack — AST-MKY-TRA-002974,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/photo_pack/DOC-000259.md,2024-12-11T08:05:41,2025-08-05T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0058,internal
DOC-000260,AST-MKY-POL-003162,FDR-MKY-0062,REG-MKY,inspection_report,Inspection Report — AST-MKY-POL-003162,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000260.md,2024-06-02T08:05:41,2026-03-31T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0062,internal
DOC-000261,AST-CQI-POL-005204,FDR-CQI-0094,REG-CQI,engineering_drawing,Engineering Drawing — AST-CQI-POL-005204,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/engineering_drawing/DOC-000261.md,2026-05-13T08:05:41,2025-07-17T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0094,restricted
DOC-000262,AST--RW-POL-006737,FDR--RW-0115,REG-RW,photo_pack,Photo Pack — AST--RW-POL-006737,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/photo_pack/DOC-000262.md,2025-11-11T08:05:41,2026-03-19T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0115,confidential
DOC-000263,AST-SEQ-POL-000921,FDR-SEQ-0017,REG-SEQ,photo_pack,Photo Pack — AST-SEQ-POL-000921,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/photo_pack/DOC-000263.md,2025-04-22T08:05:41,2026-04-27T08:05:41,Region: SEQ Metro Storm Belt Feeder: FDR-SEQ-0017,internal
DOC-000264,AST--RW-POL-007301,FDR--RW-0122,REG-RW,work_order_pdf,Work Order Pdf — AST--RW-POL-007301,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/work_order_pdf/DOC-000264.md,2024-09-05T08:05:41,2025-12-29T08:05:41,Work order id: WO-EX-DOC-000264 Region: Remote Western Queensland,restricted
DOC-000265,AST--RW-POL-006963,FDR--RW-0118,REG-RW,engineering_drawing,Engineering Drawing — AST--RW-POL-006963,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/engineering_drawing/DOC-000265.md,2024-09-12T08:05:41,2026-03-25T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0118,internal
DOC-000266,,FDR-MKY-0054,REG-MKY,vegetation_policy,Vegetation Policy — REG-MKY,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/vegetation_policy/DOC-000266.md,2024-11-23T08:05:41,2025-11-11T08:05:41,Document id: DOC-000266 Effective date: 2025-11-11,internal
DOC-000267,,FDR-MKY-0051,REG-MKY,maintenance_standard,Maintenance Standard — REG-MKY,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/maintenance_standard/DOC-000267.md,2026-03-17T08:05:41,2026-03-27T08:05:41,Effective date: 2026-03-27 Document id: DOC-000267,internal
DOC-000268,AST--RW-POL-007482,FDR--RW-0124,REG-RW,engineering_drawing,Engineering Drawing — AST--RW-POL-007482,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/engineering_drawing/DOC-000268.md,2026-04-28T08:05:41,2026-04-18T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0124,internal
DOC-000269,AST-TSV-POL-004335,FDR-TSV-0081,REG-TSV,risk_assessment,Risk Assessment — AST-TSV-POL-004335,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/risk_assessment/DOC-000269.md,2025-12-07T08:05:41,2025-08-10T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,internal
DOC-000270,AST-CQI-POL-005728,FDR-CQI-0102,REG-CQI,photo_pack,Photo Pack — AST-CQI-POL-005728,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/photo_pack/DOC-000270.md,2024-08-01T08:05:41,2025-10-11T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0102,restricted
DOC-000271,AST--RW-REC-006823,FDR--RW-0116,REG-RW,inspection_report,Inspection Report — AST--RW-REC-006823,/Volumes/anzgt_may/energyq/asset_docs/REG-RW/inspection_report/DOC-000271.md,2024-12-26T08:05:41,2025-06-30T08:05:41,Region: Remote Western Queensland Feeder: FDR--RW-0116,confidential
DOC-000272,AST-MKY-POL-002708,FDR-MKY-0054,REG-MKY,engineering_drawing,Engineering Drawing — AST-MKY-POL-002708,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/engineering_drawing/DOC-000272.md,2025-09-17T08:05:41,2025-11-11T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0054,restricted
DOC-000273,AST-MKY-POL-002972,FDR-MKY-0058,REG-MKY,photo_pack,Photo Pack — AST-MKY-POL-002972,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/photo_pack/DOC-000273.md,2024-06-09T08:05:41,2025-11-28T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0058,internal
DOC-000274,AST-TSV-CON-004361,FDR-TSV-0081,REG-TSV,risk_assessment,Risk Assessment — AST-TSV-CON-004361,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/risk_assessment/DOC-000274.md,2025-02-02T08:05:41,2025-10-19T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,restricted
DOC-000275,AST-TSV-POL-004566,FDR-TSV-0084,REG-TSV,inspection_report,Inspection Report — AST-TSV-POL-004566,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000275.md,2024-12-03T08:05:41,2025-12-14T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0084,restricted
DOC-000276,,FDR-CQI-0096,REG-CQI,risk_assessment,Risk Assessment — REG-CQI,/Volumes/anzgt_may/energyq/asset_docs/REG-CQI/risk_assessment/DOC-000276.md,2026-03-06T08:05:41,2025-10-26T08:05:41,Region: Central Queensland Industrial Belt Feeder: FDR-CQI-0096,internal
DOC-000277,AST-MKY-CON-003289,FDR-MKY-0064,REG-MKY,inspection_report,Inspection Report — AST-MKY-CON-003289,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/inspection_report/DOC-000277.md,2024-09-05T08:05:41,2025-11-10T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0064,internal
DOC-000278,AST-SEQ-SEC-001673,FDR-SEQ-0032,REG-SEQ,work_order_pdf,Work Order Pdf — AST-SEQ-SEC-001673,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/work_order_pdf/DOC-000278.md,2026-05-08T08:05:41,2025-11-14T08:05:41,Work order id: WO-EX-DOC-000278 Region: SEQ Metro Storm Belt,internal
DOC-000279,AST-MKY-POL-002802,FDR-MKY-0056,REG-MKY,engineering_drawing,Engineering Drawing — AST-MKY-POL-002802,/Volumes/anzgt_may/energyq/asset_docs/REG-MKY/engineering_drawing/DOC-000279.md,2026-04-18T08:05:41,2026-04-04T08:05:41,Region: Mackay / Whitsunday Corridor Feeder: FDR-MKY-0056,restricted
DOC-000280,AST-TSV-SWI-004380,FDR-TSV-0081,REG-TSV,inspection_report,Inspection Report — AST-TSV-SWI-004380,/Volumes/anzgt_may/energyq/asset_docs/REG-TSV/inspection_report/DOC-000280.md,2025-06-19T08:05:41,2025-08-19T08:05:41,Region: Townsville / Cairns Coastal Corridor Feeder: FDR-TSV-0081,internal
DOC-000281,AST-SEQ-POL-001332,FDR-SEQ-0025,REG-SEQ,work_order_pdf,Work Order Pdf — AST-SEQ-POL-001332,/Volumes/anzgt_may/energyq/asset_docs/REG-SEQ/work_order_pdf/DOC-000281.md,2025-02-26T08:05:41,2026-04-04T08:05:41,Work order id: WO-EX-DOC-000281 Region: SEQ Metro Storm Belt,internal
