inspection_id,asset_id,inspection_date,inspection_type,inspector_team,condition_observed,defect_count,photo_count,document_id,recommended_action
INS-0000927,AST-TSV-POL-004733,2025-05-08,pole_test,Drone Team 2,poor,5,0,,urgent_repair
INS-0000928,AST--RW-POL-007582,2025-06-29,storm_follow_up,Crew B,very_poor,5,0,,urgent_repair
INS-0000929,AST--RW-REC-007396,2026-03-08,drone,Drone Team 1,good,2,4,,no_action
INS-0000930,AST-SEQ-TRA-001287,2025-06-19,routine,Drone Team 1,good,0,5,,no_action
INS-0000931,AST-SEQ-POL-001718,2024-12-23,routine,Crew A,fair,0,6,,no_action
INS-0000932,AST-TSV-POL-004760,2025-01-18,drone,Crew A,good,0,7,,no_action
INS-0000933,AST-SEQ-POL-000129,2026-05-08,routine,Drone Team 2,good,0,0,,no_action
INS-0000934,AST-SEQ-POL-000884,2025-12-27,routine,Crew A,good,2,5,,no_action
INS-0000935,AST-CQI-POL-005901,2026-05-01,routine,Drone Team 2,fair,0,7,,no_action
INS-0000936,AST--RW-POL-007625,2025-05-15,routine,Crew A,fair,2,2,,no_action
INS-0000937,AST-TSV-SEC-003492,2025-10-06,routine,Drone Team 1,good,0,6,,no_action
INS-0000938,AST-MKY-POL-002721,2026-01-06,routine,Drone Team 2,fair,0,1,,no_action
INS-0000939,AST-TSV-POL-003470,2025-02-08,vegetation,Drone Team 2,fair,2,4,,no_action
INS-0000940,AST-TSV-POL-004725,2025-03-24,pole_test,Crew B,good,2,3,,no_action
INS-0000941,AST-CQI-POL-005388,2025-08-02,routine,Crew C,fair,1,7,,no_action
INS-0000942,AST-CQI-POL-005600,2024-11-26,vegetation,Crew A,good,1,4,,no_action
INS-0000943,AST-MKY-POL-002756,2025-07-25,storm_follow_up,Drone Team 1,fair,2,4,,no_action
INS-0000944,AST-SEQ-POL-001674,2026-01-24,routine,Drone Team 2,good,0,7,,no_action
INS-0000945,AST-CQI-POL-005991,2024-12-06,drone,Crew A,good,3,7,,urgent_repair
INS-0000946,AST-CQI-SWI-005616,2025-06-20,drone,Drone Team 1,fair,0,4,,no_action
INS-0000947,AST-MKY-CON-002446,2026-03-10,routine,Crew A,fair,1,5,,no_action
INS-0000948,AST-CQI-REC-004989,2025-09-02,routine,Crew A,good,1,2,,no_action
INS-0000949,AST--RW-RIN-006328,2025-07-06,routine,Drone Team 2,good,0,6,,no_action
INS-0000950,AST-SEQ-POL-001335,2026-04-14,routine,Crew B,fair,2,7,,no_action
INS-0000951,AST-CQI-POL-005596,2025-09-17,pole_test,Crew C,very_poor,2,8,,urgent_repair
INS-0000952,AST-MKY-POL-002932,2026-05-10,storm_follow_up,Crew B,very_poor,2,3,,schedule_repair
INS-0000953,AST-SEQ-POL-000009,2025-10-12,routine,Crew B,good,0,2,,no_action
INS-0000954,AST--RW-POL-007203,2026-04-29,routine,Crew B,good,2,2,,urgent_repair
INS-0000955,AST-SEQ-TRA-001463,2025-02-22,routine,Drone Team 1,good,2,8,,no_action
INS-0000956,AST--RW-POL-007903,2025-08-03,drone,Crew A,fair,1,2,,no_action
INS-0000957,AST-CQI-POL-004909,2025-07-30,routine,Crew A,good,2,2,,no_action
INS-0000958,AST-MKY-TRA-002431,2025-05-23,routine,Crew A,fair,1,1,,no_action
INS-0000959,AST-MKY-POL-002230,2026-03-20,routine,Drone Team 1,fair,1,8,,no_action
INS-0000960,AST-MKY-SWI-002789,2025-05-21,routine,Crew A,fair,1,2,,no_action
INS-0000961,AST-TSV-POL-003456,2025-11-02,drone,Crew B,very_poor,1,0,,schedule_inspection
INS-0000962,AST--RW-TRA-007540,2025-08-02,drone,Crew A,poor,2,5,,schedule_inspection
INS-0000963,AST-CQI-TRA-006045,2026-03-28,routine,Drone Team 2,fair,3,3,,monitor
INS-0000964,AST-TSV-POL-004265,2026-04-13,routine,Crew A,good,3,0,,urgent_repair
INS-0000965,AST-SEQ-POL-001206,2025-01-20,drone,Crew A,fair,1,8,,no_action
INS-0000966,AST-SEQ-POL-001728,2026-04-16,routine,Crew A,good,1,0,,no_action
INS-0000967,AST-CQI-TRA-005470,2025-01-27,drone,Drone Team 2,fair,3,3,,schedule_repair
INS-0000968,AST-SEQ-TRA-001465,2025-11-15,routine,Crew A,good,4,3,,no_action
INS-0000969,AST-MKY-POL-002196,2026-02-12,routine,Crew C,good,2,2,,no_action
INS-0000970,AST-TSV-POL-003653,2024-12-12,routine,Drone Team 2,good,0,8,,no_action
INS-0000971,AST-CQI-TRA-005643,2025-08-02,storm_follow_up,Crew A,good,3,4,,schedule_repair
INS-0000972,AST--RW-CON-006584,2025-12-16,drone,Crew B,good,2,0,,urgent_repair
INS-0000973,AST-SEQ-RIN-001658,2025-01-05,routine,Crew A,good,2,6,,monitor
INS-0000974,AST-SEQ-SWI-000035,2025-01-11,routine,Crew C,poor,1,5,,urgent_repair
INS-0000975,AST-SEQ-POL-000165,2024-12-13,thermal,Drone Team 1,good,3,1,,schedule_inspection
INS-0000976,AST-TSV-POL-004284,2026-02-23,routine,Drone Team 2,good,1,5,,monitor
INS-0000977,AST-TSV-POL-004842,2025-01-17,storm_follow_up,Drone Team 2,good,2,5,,no_action
INS-0000978,AST-CQI-SWI-005590,2025-02-10,thermal,Crew B,good,0,2,,no_action
INS-0000979,AST-SEQ-POL-000700,2025-12-22,storm_follow_up,Crew C,good,1,4,,no_action
INS-0000980,AST-SEQ-POL-001657,2026-01-12,routine,Drone Team 1,good,2,2,,no_action
INS-0000981,AST-TSV-REC-003768,2025-01-21,routine,Drone Team 2,fair,1,5,,no_action
INS-0000982,AST-TSV-TRA-004432,2026-01-23,pole_test,Drone Team 1,poor,4,8,,schedule_repair
INS-0000983,AST-SEQ-POL-000335,2026-03-20,routine,Drone Team 2,fair,1,7,,no_action
INS-0000984,AST--RW-POL-006862,2025-03-02,routine,Drone Team 1,poor,1,6,,monitor
INS-0000985,AST-MKY-POL-002269,2025-04-12,thermal,Crew C,good,1,6,,no_action
INS-0000986,AST-SEQ-POL-000855,2025-05-25,routine,Crew C,fair,1,0,,no_action
INS-0000987,AST-SEQ-POL-002083,2024-11-29,routine,Drone Team 2,good,4,1,,no_action
INS-0000988,AST-TSV-POL-003341,2025-11-22,storm_follow_up,Crew B,very_poor,3,8,,monitor
INS-0000989,AST-SEQ-CON-000368,2025-07-29,pole_test,Crew B,good,0,0,,no_action
INS-0000990,AST--RW-POL-007105,2025-04-29,vegetation,Crew B,fair,2,7,,no_action
INS-0000991,AST-SEQ-SEC-000614,2025-02-03,routine,Drone Team 2,fair,1,7,,no_action
INS-0000992,AST--RW-POL-007582,2026-03-28,vegetation,Drone Team 1,fair,1,1,,no_action
INS-0000993,AST-CQI-POL-006030,2026-01-11,routine,Crew A,very_poor,2,6,,monitor
INS-0000994,AST-TSV-POL-003554,2025-08-02,routine,Drone Team 2,fair,0,1,,no_action
INS-0000995,AST-SEQ-SWI-001453,2024-12-31,routine,Crew B,fair,1,5,,no_action
INS-0000996,AST-TSV-SEC-004389,2025-10-04,vegetation,Crew A,good,0,1,,no_action
INS-0000997,AST--RW-RIN-007506,2025-06-01,routine,Crew A,good,0,0,,no_action
INS-0000998,AST-TSV-POL-003847,2025-12-06,routine,Crew B,good,1,4,,no_action
INS-0000999,AST-CQI-CON-005548,2025-05-24,storm_follow_up,Crew B,fair,0,6,,no_action
INS-0001000,AST-SEQ-POL-002155,2026-05-10,thermal,Drone Team 2,fair,4,0,,no_action
INS-0001001,AST-SEQ-POL-000895,2025-10-30,vegetation,Drone Team 1,good,1,0,,no_action
INS-0001002,AST-CQI-POL-005024,2025-05-19,vegetation,Drone Team 1,fair,0,1,,no_action
INS-0001003,AST--RW-POL-007426,2025-01-17,routine,Drone Team 1,good,1,8,,no_action
INS-0001004,AST-CQI-POL-006116,2025-03-13,routine,Drone Team 1,fair,4,4,,no_action
INS-0001005,AST-SEQ-POL-000778,2025-08-26,pole_test,Drone Team 2,fair,2,4,,no_action
INS-0001006,AST-SEQ-POL-002171,2025-02-11,routine,Crew A,good,3,0,,no_action
INS-0001007,AST-CQI-POL-005233,2026-03-02,routine,Crew A,fair,0,2,,no_action
INS-0001008,AST-CQI-POL-005335,2025-02-09,storm_follow_up,Crew A,fair,2,5,,no_action
INS-0001009,AST-SEQ-SWI-000808,2026-02-19,drone,Drone Team 1,fair,1,2,,schedule_repair
INS-0001010,AST-TSV-POL-003526,2025-07-25,routine,Drone Team 1,good,2,7,,no_action
INS-0001011,AST-CQI-POL-005929,2025-08-20,vegetation,Crew C,good,0,4,,no_action
INS-0001012,AST--RW-POL-007061,2025-05-16,routine,Crew C,good,1,5,,no_action
INS-0001013,AST-TSV-POL-004488,2025-07-28,storm_follow_up,Drone Team 2,fair,2,0,,monitor
INS-0001014,AST-MKY-POL-002780,2025-09-12,routine,Crew C,very_poor,1,4,,schedule_repair
INS-0001015,AST--RW-REC-007172,2025-01-24,routine,Drone Team 2,fair,3,8,,urgent_repair
INS-0001016,AST-SEQ-TRA-001131,2025-12-21,drone,Drone Team 1,fair,2,3,,no_action
INS-0001017,AST--RW-POL-007520,2026-01-04,routine,Drone Team 2,good,1,4,,no_action
INS-0001018,AST-MKY-TRA-002396,2025-09-04,routine,Crew A,fair,1,0,,no_action
INS-0001019,AST-CQI-POL-005627,2025-12-29,thermal,Crew B,very_poor,6,4,,monitor
INS-0001020,AST-TSV-REC-004251,2025-07-13,routine,Crew A,good,0,4,,no_action
INS-0001021,AST-SEQ-POL-001993,2025-07-11,drone,Drone Team 1,good,1,3,,no_action
INS-0001022,AST-CQI-REC-005008,2025-06-06,routine,Crew C,fair,2,8,,no_action
INS-0001023,AST--RW-POL-006658,2025-09-22,vegetation,Drone Team 2,fair,1,5,,no_action
INS-0001024,AST--RW-POL-007902,2024-12-30,storm_follow_up,Drone Team 1,good,1,6,,monitor
INS-0001025,AST--RW-CON-007657,2025-04-23,routine,Crew B,good,2,4,,no_action
INS-0001026,AST-TSV-SWI-003938,2025-11-12,thermal,Crew A,fair,1,3,,no_action
INS-0001027,AST--RW-POL-006899,2026-03-30,drone,Drone Team 2,good,3,2,,schedule_repair
INS-0001028,AST--RW-POL-007146,2025-12-06,routine,Crew B,fair,2,3,,no_action
INS-0001029,AST-SEQ-POL-002002,2024-11-23,vegetation,Drone Team 1,good,0,3,,no_action
INS-0001030,AST-SEQ-SEC-000223,2025-07-19,routine,Crew B,fair,0,3,,no_action
INS-0001031,AST-TSV-CON-003857,2025-10-27,routine,Drone Team 1,fair,1,7,,no_action
INS-0001032,AST--RW-TRA-007598,2025-09-09,thermal,Crew A,fair,1,7,,schedule_repair
INS-0001033,AST--RW-SEC-007072,2024-11-29,routine,Crew A,fair,2,3,,no_action
INS-0001034,AST-TSV-POL-004400,2025-11-15,storm_follow_up,Drone Team 2,fair,1,5,,urgent_repair
INS-0001035,AST-TSV-CON-004361,2026-04-25,drone,Crew C,fair,1,8,,urgent_repair
INS-0001036,AST-SEQ-TRA-000102,2026-01-09,routine,Crew C,good,2,3,,no_action
INS-0001037,AST-TSV-CON-003437,2025-03-13,storm_follow_up,Crew C,fair,0,2,,no_action
INS-0001038,AST-TSV-POL-003599,2025-06-03,vegetation,Crew B,very_poor,4,2,,schedule_inspection
INS-0001039,AST--RW-SWI-007578,2025-04-29,drone,Drone Team 1,fair,1,2,,no_action
INS-0001040,AST-MKY-POL-002201,2025-03-16,pole_test,Crew A,good,1,3,,no_action
INS-0001041,AST-CQI-POL-004922,2025-02-21,pole_test,Drone Team 1,good,0,2,,no_action
INS-0001042,AST-CQI-POL-005547,2025-05-01,routine,Drone Team 2,good,4,0,,no_action
INS-0001043,AST-TSV-TRA-004568,2025-07-18,thermal,Crew C,fair,0,5,,no_action
INS-0001044,AST--RW-SWI-007632,2025-09-27,storm_follow_up,Crew C,fair,2,4,,urgent_repair
INS-0001045,AST--RW-CON-006379,2025-10-18,routine,Crew A,poor,6,8,,schedule_repair
INS-0001046,AST-CQI-TRA-005809,2024-12-17,routine,Drone Team 1,good,0,7,,no_action
INS-0001047,AST--RW-POL-007486,2025-03-16,vegetation,Crew C,good,1,2,,monitor
INS-0001048,AST-TSV-POL-003623,2025-06-02,routine,Drone Team 1,good,1,1,,no_action
INS-0001049,AST--RW-POL-006239,2025-02-27,routine,Drone Team 1,fair,1,5,,no_action
INS-0001050,AST-SEQ-POL-001671,2025-06-30,routine,Drone Team 2,fair,2,6,,monitor
INS-0001051,AST-TSV-POL-004824,2025-07-20,vegetation,Crew C,good,1,2,,no_action
INS-0001052,AST--RW-SEC-007471,2025-07-27,drone,Crew A,very_poor,5,7,,schedule_repair
INS-0001053,AST-TSV-SEC-004348,2025-12-31,pole_test,Crew B,good,2,0,,no_action
INS-0001054,AST-SEQ-POL-001782,2025-10-16,vegetation,Crew C,fair,0,0,,no_action
INS-0001055,AST-MKY-POL-002965,2025-08-31,drone,Crew B,fair,1,0,,no_action
INS-0001056,AST-SEQ-POL-001561,2025-06-16,routine,Crew A,poor,1,6,,schedule_inspection
INS-0001057,AST-TSV-POL-003985,2025-06-11,drone,Crew C,poor,2,8,,monitor
INS-0001058,AST-MKY-POL-003082,2025-08-25,drone,Crew B,fair,0,3,,no_action
INS-0001059,AST-CQI-POL-005274,2025-08-11,vegetation,Drone Team 2,very_poor,2,7,,monitor
INS-0001060,AST-TSV-TRA-003584,2025-09-10,routine,Drone Team 2,fair,2,1,,schedule_repair
INS-0001061,AST-CQI-TRA-005848,2025-11-17,thermal,Drone Team 1,good,0,8,,no_action
INS-0001062,AST-TSV-POL-003573,2025-08-18,drone,Drone Team 1,poor,2,2,,urgent_repair
INS-0001063,AST-SEQ-POL-000801,2025-08-22,routine,Drone Team 2,fair,0,0,,no_action
INS-0001064,AST-MKY-TRA-003168,2025-11-03,storm_follow_up,Crew A,good,6,6,,no_action
INS-0001065,AST-MKY-CON-002208,2025-02-19,storm_follow_up,Drone Team 2,good,2,6,,schedule_inspection
INS-0001066,AST-SEQ-TRA-000549,2026-03-20,storm_follow_up,Crew B,good,2,7,,monitor
INS-0001067,AST--RW-REC-006603,2024-12-04,thermal,Crew B,good,1,0,,no_action
INS-0001068,AST-TSV-TRA-003898,2025-01-29,routine,Drone Team 1,good,1,2,,no_action
INS-0001069,AST--RW-TRA-007700,2025-09-07,routine,Crew A,good,2,0,,no_action
INS-0001070,AST-SEQ-POL-000685,2024-12-25,routine,Crew B,good,0,3,,no_action
INS-0001071,AST--RW-POL-006679,2026-03-28,pole_test,Crew A,poor,2,7,,monitor
INS-0001072,AST-CQI-POL-006107,2026-01-12,storm_follow_up,Crew B,good,0,7,,no_action
INS-0001073,AST-SEQ-TRA-001834,2025-01-07,pole_test,Crew B,good,2,7,,no_action
INS-0001074,AST-TSV-POL-004020,2025-12-05,routine,Crew C,good,1,6,,monitor
INS-0001075,AST-TSV-POL-004508,2026-03-08,routine,Crew B,fair,3,1,,no_action
INS-0001076,AST-SEQ-POL-001037,2025-12-12,routine,Drone Team 2,good,1,6,,no_action
INS-0001077,AST-SEQ-POL-001065,2025-10-31,drone,Crew B,fair,0,1,,no_action
INS-0001078,AST--RW-SEC-006236,2025-11-12,vegetation,Drone Team 2,good,1,0,,no_action
INS-0001079,AST--RW-POL-006172,2025-11-07,routine,Drone Team 1,fair,0,3,,no_action
INS-0001080,AST-CQI-POL-005218,2025-09-05,routine,Drone Team 1,fair,1,4,,no_action
INS-0001081,AST-TSV-SWI-004200,2024-11-28,routine,Crew C,fair,0,7,,no_action
INS-0001082,AST-TSV-RIN-004057,2025-12-20,drone,Drone Team 1,good,4,6,,no_action
INS-0001083,AST-SEQ-TRA-000978,2025-09-10,drone,Crew B,fair,0,3,,no_action
INS-0001084,AST-TSV-POL-003332,2026-01-19,thermal,Crew A,good,3,6,,no_action
INS-0001085,AST--RW-POL-007581,2025-11-29,drone,Crew A,good,1,1,,no_action
INS-0001086,AST-SEQ-POL-001076,2025-05-10,routine,Crew C,very_poor,1,6,,monitor
INS-0001087,AST-SEQ-POL-002176,2025-05-08,routine,Drone Team 2,good,1,4,,no_action
INS-0001088,AST-SEQ-TRA-000400,2025-12-17,drone,Drone Team 2,good,1,7,,no_action
INS-0001089,AST-CQI-POL-004990,2025-11-15,drone,Drone Team 2,poor,2,6,,urgent_repair
INS-0001090,AST-TSV-POL-004438,2026-02-12,pole_test,Crew C,good,2,5,,no_action
INS-0001091,AST-MKY-POL-002972,2025-04-02,routine,Crew B,fair,2,6,,no_action
INS-0001092,AST-CQI-SWI-005895,2026-05-13,storm_follow_up,Drone Team 2,fair,4,6,,schedule_repair
INS-0001093,AST-TSV-SEC-004178,2025-11-27,vegetation,Crew C,fair,3,3,,no_action
INS-0001094,AST--RW-POL-007395,2025-02-22,storm_follow_up,Crew C,good,1,8,,no_action
INS-0001095,AST-MKY-POL-002270,2025-03-23,vegetation,Drone Team 2,good,1,5,,no_action
INS-0001096,AST-CQI-TRA-005615,2026-03-15,vegetation,Drone Team 1,fair,2,4,,monitor
INS-0001097,AST-MKY-POL-003239,2025-10-03,drone,Drone Team 2,good,1,0,,no_action
INS-0001098,AST--RW-POL-007738,2025-03-31,routine,Drone Team 2,fair,2,8,,no_action
INS-0001099,AST-CQI-POL-005474,2025-10-14,storm_follow_up,Drone Team 1,fair,3,2,,monitor
INS-0001100,AST-TSV-POL-003530,2025-04-05,thermal,Drone Team 2,good,0,2,,no_action
INS-0001101,AST-TSV-TRA-003825,2025-02-24,routine,Drone Team 2,fair,1,4,,urgent_repair
INS-0001102,AST-MKY-POL-002728,2025-10-18,drone,Drone Team 2,good,2,2,,no_action
INS-0001103,AST--RW-POL-007015,2026-04-20,pole_test,Drone Team 2,good,2,4,,monitor
INS-0001104,AST-SEQ-POL-001410,2026-04-27,pole_test,Crew C,good,2,7,,schedule_inspection
INS-0001105,AST-TSV-POL-004609,2026-01-28,routine,Crew B,good,2,8,,no_action
INS-0001106,AST-TSV-TRA-004153,2025-04-26,routine,Crew A,fair,3,0,,no_action
INS-0001107,AST-CQI-SWI-005955,2025-04-12,routine,Drone Team 1,fair,0,5,,no_action
INS-0001108,AST-MKY-POL-002658,2026-02-24,vegetation,Drone Team 2,fair,2,0,,monitor
INS-0001109,AST-SEQ-POL-001726,2024-12-19,drone,Crew C,good,0,5,,no_action
INS-0001110,AST-TSV-POL-004837,2025-05-02,routine,Crew A,good,4,7,,schedule_repair
INS-0001111,AST-TSV-POL-004226,2025-01-31,routine,Crew C,good,2,4,,schedule_inspection
INS-0001112,AST-TSV-POL-004793,2026-04-02,drone,Drone Team 2,good,1,2,,schedule_repair
INS-0001113,AST--RW-SWI-007716,2025-10-24,drone,Drone Team 2,fair,0,8,,no_action
INS-0001114,AST-CQI-TRA-005487,2025-02-11,routine,Drone Team 1,good,2,3,,no_action
INS-0001115,AST-CQI-TRA-005662,2025-03-01,thermal,Crew B,fair,1,6,,no_action
INS-0001116,AST-CQI-POL-005963,2026-01-16,vegetation,Drone Team 1,fair,3,4,,no_action
INS-0001117,AST--RW-TRA-006774,2025-07-31,storm_follow_up,Crew B,good,2,3,,no_action
INS-0001118,AST-SEQ-TRA-002092,2025-01-22,routine,Crew B,good,0,3,,no_action
INS-0001119,AST-CQI-SWI-005683,2025-11-25,routine,Drone Team 2,good,5,2,,no_action
INS-0001120,AST-CQI-TRA-006061,2026-02-25,routine,Crew C,fair,2,6,,no_action
INS-0001121,AST-TSV-TRA-003610,2025-08-10,routine,Drone Team 2,fair,1,6,,urgent_repair
INS-0001122,AST--RW-POL-007928,2025-11-19,routine,Crew B,good,2,6,,monitor
INS-0001123,AST-SEQ-POL-001415,2026-02-24,routine,Drone Team 2,fair,2,3,,no_action
INS-0001124,AST--RW-POL-007293,2026-02-24,drone,Drone Team 2,good,3,3,,no_action
INS-0001125,AST-CQI-SEC-006084,2025-09-04,pole_test,Crew C,good,1,2,,no_action
INS-0001126,AST--RW-TRA-007881,2025-03-20,routine,Drone Team 1,good,2,3,,schedule_inspection
INS-0001127,AST-TSV-POL-004750,2026-05-09,drone,Drone Team 2,poor,4,4,,urgent_repair
INS-0001128,AST--RW-POL-007664,2025-03-31,routine,Crew B,good,1,3,,no_action
INS-0001129,AST-SEQ-POL-000949,2024-12-04,vegetation,Drone Team 1,poor,3,8,,schedule_inspection
INS-0001130,AST-SEQ-TRA-002069,2025-10-27,routine,Crew B,poor,2,0,,urgent_repair
INS-0001131,AST-SEQ-POL-001063,2025-06-08,routine,Crew A,poor,3,1,,urgent_repair
INS-0001132,AST-TSV-POL-003355,2025-12-01,pole_test,Drone Team 2,fair,2,7,,schedule_repair
INS-0001133,AST-SEQ-POL-001462,2025-04-26,routine,Crew B,poor,1,5,,schedule_inspection
INS-0001134,AST-CQI-POL-005431,2026-02-10,drone,Drone Team 1,good,0,5,,no_action
INS-0001135,AST--RW-POL-007551,2025-07-10,routine,Drone Team 2,good,1,0,,no_action
INS-0001136,AST-TSV-POL-003755,2025-04-30,storm_follow_up,Drone Team 1,poor,2,5,,urgent_repair
INS-0001137,AST-MKY-RIN-002323,2025-11-26,routine,Drone Team 2,fair,6,7,,schedule_repair
INS-0001138,AST-SEQ-POL-001194,2026-01-03,thermal,Drone Team 1,good,1,4,,no_action
INS-0001139,AST-MKY-SWI-002861,2025-06-07,vegetation,Crew A,poor,1,4,,schedule_repair
INS-0001140,AST-SEQ-SEC-001785,2024-12-07,drone,Drone Team 2,good,0,7,,no_action
INS-0001141,AST-CQI-POL-005579,2025-07-25,drone,Drone Team 2,fair,0,7,,no_action
INS-0001142,AST-CQI-POL-005606,2025-11-02,routine,Crew B,good,1,3,,no_action
INS-0001143,AST--RW-SEC-007755,2026-04-15,storm_follow_up,Crew C,fair,5,3,,schedule_repair
INS-0001144,AST-SEQ-POL-000454,2025-01-13,vegetation,Drone Team 2,poor,3,3,,monitor
INS-0001145,AST-SEQ-TRA-001160,2024-12-24,drone,Crew C,fair,1,1,,no_action
INS-0001146,AST--RW-POL-006779,2025-07-14,storm_follow_up,Crew C,poor,2,8,,schedule_repair
INS-0001147,AST-TSV-TRA-003351,2025-08-19,thermal,Crew C,fair,2,5,,monitor
INS-0001148,AST-MKY-POL-002882,2025-12-22,routine,Drone Team 1,fair,3,5,,no_action
INS-0001149,AST--RW-TRA-006682,2025-09-25,routine,Crew B,fair,0,0,,no_action
INS-0001150,AST--RW-POL-007247,2025-09-26,pole_test,Drone Team 2,good,0,0,,no_action
INS-0001151,AST-SEQ-POL-000931,2026-02-06,routine,Crew C,good,2,4,,no_action
INS-0001152,AST-TSV-TRA-004448,2025-06-24,routine,Drone Team 1,good,1,4,,no_action
INS-0001153,AST-SEQ-CON-001687,2025-12-03,routine,Crew C,fair,0,0,,no_action
INS-0001154,AST-TSV-TRA-004758,2026-03-20,vegetation,Drone Team 1,fair,0,4,,no_action
INS-0001155,AST-MKY-CON-002966,2024-11-27,routine,Crew C,poor,4,0,,schedule_inspection
INS-0001156,AST-TSV-SWI-004384,2026-03-27,storm_follow_up,Crew B,very_poor,5,5,,urgent_repair
INS-0001157,AST--RW-POL-007083,2025-12-09,routine,Crew C,fair,1,0,,no_action
INS-0001158,AST-MKY-POL-002235,2024-12-27,routine,Crew C,fair,1,3,,no_action
INS-0001159,AST-TSV-TRA-004097,2025-05-24,drone,Crew C,good,0,1,,no_action
INS-0001160,AST-SEQ-SEC-000424,2026-02-11,routine,Crew C,poor,7,8,,urgent_repair
INS-0001161,AST-CQI-TRA-005902,2026-02-02,routine,Crew B,good,1,3,,no_action
INS-0001162,AST-TSV-POL-004025,2025-04-18,vegetation,Drone Team 1,poor,1,4,,urgent_repair
INS-0001163,AST-TSV-POL-004338,2025-03-26,storm_follow_up,Crew A,fair,5,4,,monitor
INS-0001164,AST-TSV-POL-004544,2026-03-01,routine,Crew C,good,2,4,,no_action
INS-0001165,AST--RW-TRA-006612,2025-02-24,routine,Drone Team 1,fair,3,0,,monitor
INS-0001166,AST-TSV-POL-003560,2026-05-10,routine,Drone Team 1,very_poor,2,0,,urgent_repair
INS-0001167,AST-SEQ-TRA-001036,2025-07-16,routine,Crew B,fair,2,7,,no_action
INS-0001168,AST-CQI-CON-005412,2026-02-09,storm_follow_up,Drone Team 1,very_poor,3,3,,urgent_repair
INS-0001169,AST-CQI-POL-006079,2025-01-05,routine,Crew B,fair,3,7,,urgent_repair
INS-0001170,AST--RW-POL-007888,2025-12-15,routine,Drone Team 1,fair,2,6,,no_action
INS-0001171,AST-CQI-TRA-005716,2026-01-14,routine,Drone Team 2,fair,1,8,,no_action
INS-0001172,AST-CQI-POL-005914,2025-03-26,storm_follow_up,Crew C,good,1,5,,no_action
INS-0001173,AST-TSV-SWI-004261,2025-06-11,drone,Crew C,good,0,4,,no_action
INS-0001174,AST-TSV-POL-003500,2025-05-20,pole_test,Crew A,good,5,4,,urgent_repair
INS-0001175,AST-TSV-SEC-004314,2026-04-18,drone,Crew B,good,1,2,,no_action
INS-0001176,AST--RW-POL-007653,2026-02-28,routine,Crew C,fair,3,6,,no_action
INS-0001177,AST-CQI-POL-005513,2026-02-26,routine,Crew B,good,1,1,,no_action
INS-0001178,AST--RW-POL-006219,2025-08-02,storm_follow_up,Crew B,poor,3,4,,urgent_repair
INS-0001179,AST-TSV-POL-004666,2024-12-10,routine,Crew A,fair,1,5,,no_action
INS-0001180,AST--RW-POL-007252,2025-12-06,routine,Crew C,fair,0,0,,no_action
INS-0001181,AST--RW-POL-007547,2025-05-18,routine,Crew A,fair,1,8,,no_action
INS-0001182,AST-MKY-POL-002468,2025-12-29,routine,Drone Team 1,fair,2,5,,no_action
INS-0001183,AST-SEQ-TRA-001107,2025-04-17,routine,Crew B,fair,2,3,,urgent_repair
INS-0001184,AST--RW-POL-006639,2024-12-17,routine,Crew C,poor,3,3,,schedule_repair
INS-0001185,AST-TSV-POL-003387,2026-04-12,storm_follow_up,Crew A,fair,0,2,,no_action
INS-0001186,AST-CQI-POL-005320,2025-11-09,storm_follow_up,Crew A,good,1,7,,schedule_inspection
INS-0001187,AST-CQI-TRA-005482,2026-04-09,drone,Crew B,fair,1,4,,no_action
INS-0001188,AST-CQI-SWI-005683,2025-10-21,drone,Crew C,good,1,7,,no_action
INS-0001189,AST--RW-TRA-007572,2025-07-19,vegetation,Crew C,poor,2,5,,monitor
INS-0001190,AST-CQI-POL-005037,2026-05-01,drone,Crew C,fair,0,7,,no_action
INS-0001191,AST-SEQ-POL-000032,2026-03-08,vegetation,Crew A,fair,2,5,,no_action
INS-0001192,AST-TSV-TRA-004532,2025-01-18,pole_test,Crew B,fair,2,7,,no_action
INS-0001193,AST-MKY-POL-002712,2025-05-14,routine,Crew A,good,1,4,,no_action
INS-0001194,AST-MKY-SEC-002324,2025-02-23,routine,Drone Team 1,fair,0,8,,no_action
INS-0001195,AST--RW-POL-006789,2025-08-27,drone,Crew B,good,1,5,,no_action
INS-0001196,AST-SEQ-POL-000746,2025-01-17,drone,Crew A,good,1,0,,no_action
INS-0001197,AST-TSV-TRA-003610,2026-02-13,routine,Crew A,very_poor,4,6,,schedule_repair
INS-0001198,AST-SEQ-TRA-000834,2026-02-09,thermal,Crew C,fair,1,1,,no_action
INS-0001199,AST-TSV-TRA-004428,2025-04-16,routine,Crew C,good,0,8,,no_action
INS-0001200,AST-TSV-POL-004661,2025-03-22,routine,Drone Team 2,very_poor,2,2,,schedule_repair
INS-0001201,AST-SEQ-POL-001232,2025-12-22,routine,Crew A,good,2,5,,no_action
INS-0001202,AST-MKY-SEC-002599,2025-03-15,vegetation,Crew B,good,2,4,,schedule_repair
INS-0001203,AST--RW-POL-007968,2025-11-29,routine,Drone Team 2,fair,4,7,,no_action
INS-0001204,AST-CQI-TRA-004997,2026-05-15,routine,Crew C,fair,0,8,,no_action
