critical_customer_id,feeder_id,region_id,site_name,site_type,lat,lon,backup_power_status,priority_score
CCX-000240,FDR-SEQ-0033,REG-SEQ,Aged Care Site 240,aged_care,-27.450144,152.978560,unknown,65.9
CCX-000241,FDR-SEQ-0010,REG-SEQ,Aged Care Site 241,aged_care,-27.616329,152.815531,full,69.1
CCX-000242,FDR-SEQ-0001,REG-SEQ,Emergency Services Site 242,emergency_services,-27.690798,153.096759,partial,51.2
CCX-000243,FDR-SEQ-0009,REG-SEQ,Hospital Site 243,hospital,-28.054221,153.303276,none,80.4
CCX-000244,FDR-SEQ-0005,REG-SEQ,Emergency Services Site 244,emergency_services,-26.675074,152.872255,full,73.8
CCX-000245,FDR-SEQ-0018,REG-SEQ,Telecom Site 245,telecom,-27.990694,153.336391,partial,87.8
CCX-000246,FDR-SEQ-0042,REG-SEQ,Telecom Site 246,telecom,-27.025079,152.884743,partial,65.9
CCX-000247,FDR-SEQ-0007,REG-SEQ,Aged Care Site 247,aged_care,-26.594118,152.928443,full,80.3
CCX-000248,FDR-TSV-0077,REG-TSV,Airport Site 248,airport,-16.897255,145.756076,full,69.9
CCX-000249,FDR-MKY-0056,REG-MKY,Aged Care Site 249,aged_care,-21.092054,149.071405,partial,68.9
CCX-000250,FDR-SEQ-0012,REG-SEQ,Emergency Services Site 250,emergency_services,-27.992065,153.332190,unknown,44.7
CCX-000251,FDR-SEQ-0005,REG-SEQ,Hospital Site 251,hospital,-27.671400,153.052225,unknown,78.5
CCX-000252,FDR-SEQ-0025,REG-SEQ,Emergency Services Site 252,emergency_services,-27.075194,152.881762,unknown,81.8
CCX-000253,FDR-SEQ-0007,REG-SEQ,Aged Care Site 253,aged_care,-28.031312,153.282032,none,61.8
CCX-000254,FDR-SEQ-0008,REG-SEQ,Airport Site 254,airport,-27.613182,153.127594,unknown,47.6
CCX-000255,FDR-SEQ-0026,REG-SEQ,Airport Site 255,airport,-26.596838,152.874820,full,72.8
CCX-000256,FDR-TSV-0071,REG-TSV,Aged Care Site 256,aged_care,-16.866013,145.759095,none,74.2
CCX-000257,FDR-SEQ-0040,REG-SEQ,Airport Site 257,airport,-28.056811,153.267739,none,99
CCX-000258,FDR-SEQ-0003,REG-SEQ,Emergency Services Site 258,emergency_services,-27.601904,152.770132,full,48.1
CCX-000259,FDR-MKY-0043,REG-MKY,Hospital Site 259,hospital,-20.392824,148.538026,full,90.1
CCX-000260,FDR-SEQ-0013,REG-SEQ,Water Pumping Site 260,water_pumping,-27.679492,153.048118,unknown,68.8
CCX-000261,FDR-TSV-0080,REG-TSV,Hospital Site 261,hospital,-17.565713,145.956369,full,63.7
CCX-000262,FDR-SEQ-0014,REG-SEQ,Airport Site 262,airport,-27.518910,153.040902,unknown,81.9
CCX-000263,FDR-SEQ-0013,REG-SEQ,Emergency Services Site 263,emergency_services,-27.562860,152.725026,none,65.2
CCX-000264,FDR-SEQ-0005,REG-SEQ,Airport Site 264,airport,-27.437875,153.013855,full,86.1
CCX-000265,FDR-SEQ-0040,REG-SEQ,Hospital Site 265,hospital,-27.522538,152.976251,none,83.5
CCX-000266,FDR-SEQ-0024,REG-SEQ,School Site 266,school,-27.680328,153.105570,partial,66.1
CCX-000267,FDR-SEQ-0007,REG-SEQ,Airport Site 267,airport,-27.648608,152.703467,unknown,71.5
CCX-000268,FDR-SEQ-0018,REG-SEQ,Telecom Site 268,telecom,-27.441369,152.964561,full,58.4
CCX-000269,FDR-SEQ-0033,REG-SEQ,Telecom Site 269,telecom,-27.507467,153.032073,unknown,85.5
CCX-000270,FDR-SEQ-0017,REG-SEQ,Telecom Site 270,telecom,-27.674297,153.128164,none,44.1
CCX-000271,FDR-CQI-0099,REG-CQI,Aged Care Site 271,aged_care,-23.408297,150.417100,none,68.2
CCX-000272,FDR-SEQ-0023,REG-SEQ,Aged Care Site 272,aged_care,-27.469819,152.937860,unknown,64.2
CCX-000273,FDR-SEQ-0020,REG-SEQ,Airport Site 273,airport,-27.139261,152.969886,full,99
CCX-000274,FDR-SEQ-0041,REG-SEQ,Hospital Site 274,hospital,-28.019117,153.334594,full,80.0
CCX-000275,FDR-CQI-0097,REG-CQI,School Site 275,school,-23.382307,150.419077,none,65.1
CCX-000276,FDR-SEQ-0033,REG-SEQ,Airport Site 276,airport,-27.680116,153.121196,unknown,83.7
CCX-000277,FDR-SEQ-0008,REG-SEQ,Airport Site 277,airport,-27.974655,153.287195,partial,82.3
CCX-000278,FDR-SEQ-0007,REG-SEQ,Industrial Site 278,industrial,-26.574257,152.969848,none,64.6
CCX-000279,FDR-SEQ-0033,REG-SEQ,School Site 279,school,-27.618211,153.060129,none,95.3
CCX-000280,FDR-TSV-0077,REG-TSV,Aged Care Site 280,aged_care,-17.034333,145.465770,unknown,49.5
CCX-000281,FDR-SEQ-0005,REG-SEQ,Emergency Services Site 281,emergency_services,-28.031586,153.257023,none,88.7
CCX-000282,FDR-SEQ-0011,REG-SEQ,Industrial Site 282,industrial,-28.054229,153.232694,none,49.6
CCX-000283,FDR-SEQ-0022,REG-SEQ,Airport Site 283,airport,-27.982988,153.276036,none,80.9
CCX-000284,FDR-CQI-0099,REG-CQI,Emergency Services Site 284,emergency_services,-23.793831,151.138694,partial,87.0
CCX-000285,FDR-SEQ-0032,REG-SEQ,Hospital Site 285,hospital,-27.598305,152.711050,unknown,76.0
CCX-000286,FDR-SEQ-0021,REG-SEQ,Emergency Services Site 286,emergency_services,-27.628768,152.722415,none,76.7
CCX-000287,FDR-SEQ-0018,REG-SEQ,Aged Care Site 287,aged_care,-27.582922,153.092162,full,72.7
CCX-000288,FDR-TSV-0065,REG-TSV,School Site 288,school,-19.213637,146.804045,partial,79.5
CCX-000289,FDR-SEQ-0025,REG-SEQ,Airport Site 289,airport,-27.104705,152.845106,partial,99
CCX-000290,FDR-SEQ-0024,REG-SEQ,Telecom Site 290,telecom,-27.419969,152.953410,full,60.5
CCX-000291,FDR-SEQ-0025,REG-SEQ,Industrial Site 291,industrial,-27.068231,152.963946,partial,40.3
CCX-000292,FDR-SEQ-0006,REG-SEQ,Emergency Services Site 292,emergency_services,-27.672539,153.117506,unknown,84.3
CCX-000293,FDR-SEQ-0021,REG-SEQ,Emergency Services Site 293,emergency_services,-27.036278,152.904030,none,95.3
CCX-000294,FDR-SEQ-0040,REG-SEQ,Hospital Site 294,hospital,-27.437384,152.984131,partial,72.6
CCX-000295,FDR-SEQ-0041,REG-SEQ,Emergency Services Site 295,emergency_services,-28.056623,153.340868,unknown,57.2
CCX-000296,FDR-MKY-0057,REG-MKY,Telecom Site 296,telecom,-20.393335,148.591271,full,66.0
CCX-000297,FDR-SEQ-0007,REG-SEQ,Hospital Site 297,hospital,-28.005277,153.330860,unknown,63.6
CCX-000298,FDR-SEQ-0027,REG-SEQ,Airport Site 298,airport,-26.621799,152.917963,full,57.2
CCX-000299,FDR-SEQ-0023,REG-SEQ,Emergency Services Site 299,emergency_services,-27.951398,153.256971,partial,56.2
CCX-000300,FDR-SEQ-0005,REG-SEQ,Telecom Site 300,telecom,-27.510537,153.031779,partial,55.2
CCX-000301,FDR-SEQ-0020,REG-SEQ,Industrial Site 301,industrial,-27.633247,152.778539,none,68.7
CCX-000302,FDR-SEQ-0040,REG-SEQ,Hospital Site 302,hospital,-28.009200,153.294785,full,60.2
CCX-000303,FDR-SEQ-0023,REG-SEQ,Telecom Site 303,telecom,-27.112076,152.971024,none,65.2
CCX-000304,FDR-TSV-0076,REG-TSV,Telecom Site 304,telecom,-16.919704,145.686304,partial,46.8
CCX-000305,FDR-SEQ-0042,REG-SEQ,Aged Care Site 305,aged_care,-27.061840,152.919186,full,68.7
CCX-000306,FDR-SEQ-0030,REG-SEQ,Industrial Site 306,industrial,-27.608520,152.777290,partial,97.4
CCX-000307,FDR-TSV-0067,REG-TSV,Water Pumping Site 307,water_pumping,-16.903886,145.626901,none,87.3
CCX-000308,FDR-SEQ-0011,REG-SEQ,Airport Site 308,airport,-27.583643,152.819863,partial,80.8
CCX-000309,FDR-SEQ-0026,REG-SEQ,Airport Site 309,airport,-28.049635,153.312082,unknown,70.2
CCX-000310,FDR-CQI-0094,REG-CQI,Hospital Site 310,hospital,-23.477922,148.176157,partial,56.7
CCX-000311,FDR-SEQ-0027,REG-SEQ,Water Pumping Site 311,water_pumping,-27.643481,153.087950,full,60.2
CCX-000312,FDR-CQI-0090,REG-CQI,Emergency Services Site 312,emergency_services,-23.393274,150.461271,partial,50.0
CCX-000313,FDR-CQI-0099,REG-CQI,School Site 313,school,-23.408833,150.496784,partial,72.1
CCX-000314,FDR-SEQ-0033,REG-SEQ,Industrial Site 314,industrial,-27.999360,153.291740,partial,72.9
CCX-000315,FDR-SEQ-0022,REG-SEQ,Airport Site 315,airport,-27.694421,153.037008,unknown,78.4
CCX-000316,FDR-SEQ-0022,REG-SEQ,Emergency Services Site 316,emergency_services,-27.453583,152.993681,partial,76.3
CCX-000317,FDR-SEQ-0023,REG-SEQ,Airport Site 317,airport,-28.017011,153.331200,partial,65.5
CCX-000318,FDR-SEQ-0007,REG-SEQ,Hospital Site 318,hospital,-27.979144,153.264550,none,69.7
CCX-000319,FDR-SEQ-0023,REG-SEQ,Emergency Services Site 319,emergency_services,-27.984437,153.298985,unknown,84.9
CCX-000320,FDR-SEQ-0040,REG-SEQ,Airport Site 320,airport,-27.589633,153.040149,partial,60.7
CCX-000321,FDR-SEQ-0012,REG-SEQ,Industrial Site 321,industrial,-27.452036,152.937525,partial,85.9
CCX-000322,FDR-SEQ-0004,REG-SEQ,Water Pumping Site 322,water_pumping,-27.683463,153.058633,none,82.3
CCX-000323,FDR-CQI-0095,REG-CQI,Hospital Site 323,hospital,-23.323150,150.414136,full,53.5
CCX-000324,FDR-SEQ-0017,REG-SEQ,Aged Care Site 324,aged_care,-27.444146,153.044243,none,54.3
CCX-000325,FDR-CQI-0093,REG-CQI,Industrial Site 325,industrial,-23.819638,151.148251,none,63.4
CCX-000326,FDR-SEQ-0037,REG-SEQ,Industrial Site 326,industrial,-27.423902,153.001849,none,57.3
CCX-000327,FDR-SEQ-0031,REG-SEQ,Water Pumping Site 327,water_pumping,-27.124932,152.928497,unknown,77.4
CCX-000328,FDR-TSV-0081,REG-TSV,Telecom Site 328,telecom,-16.940110,145.705543,none,50.9
CCX-000329,FDR-SEQ-0006,REG-SEQ,Telecom Site 329,telecom,-28.029473,153.223672,none,79.8
CCX-000330,FDR-SEQ-0025,REG-SEQ,Emergency Services Site 330,emergency_services,-26.648276,152.950576,partial,61.8
CCX-000331,FDR-TSV-0069,REG-TSV,Aged Care Site 331,aged_care,-18.702526,146.165356,full,60.8
CCX-000332,FDR-TSV-0078,REG-TSV,Industrial Site 332,industrial,-18.640468,146.090841,full,80.2
CCX-000333,FDR-SEQ-0023,REG-SEQ,Airport Site 333,airport,-26.611119,152.970321,unknown,68.4
CCX-000334,FDR-SEQ-0007,REG-SEQ,School Site 334,school,-27.131911,152.890848,none,99
CCX-000335,FDR-SEQ-0011,REG-SEQ,Emergency Services Site 335,emergency_services,-28.028755,153.331329,unknown,74.3
CCX-000336,FDR-SEQ-0035,REG-SEQ,Emergency Services Site 336,emergency_services,-27.996575,153.286496,full,65.2
CCX-000337,FDR-SEQ-0004,REG-SEQ,Industrial Site 337,industrial,-26.606739,152.856621,none,80.8
CCX-000338,FDR-SEQ-0001,REG-SEQ,Airport Site 338,airport,-27.608231,153.021894,full,61.5
CCX-000339,FDR-TSV-0082,REG-TSV,Hospital Site 339,hospital,-18.607456,146.121687,unknown,68.9
CCX-000340,FDR-SEQ-0026,REG-SEQ,Aged Care Site 340,aged_care,-26.612354,152.854730,unknown,55.3
CCX-000341,FDR-MKY-0061,REG-MKY,Industrial Site 341,industrial,-20.356266,148.614058,none,86.9
CCX-000342,FDR-SEQ-0038,REG-SEQ,Airport Site 342,airport,-27.091410,152.836983,full,71.0
CCX-000343,FDR-SEQ-0011,REG-SEQ,School Site 343,school,-27.057184,152.915490,partial,74.8
CCX-000344,FDR-CQI-0095,REG-CQI,Airport Site 344,airport,-23.423106,150.511914,full,76.0
CCX-000345,FDR-SEQ-0032,REG-SEQ,School Site 345,school,-27.444627,153.016744,unknown,82.3
CCX-000346,FDR-SEQ-0012,REG-SEQ,Telecom Site 346,telecom,-27.067727,152.854693,full,90.2
CCX-000347,FDR-SEQ-0027,REG-SEQ,Aged Care Site 347,aged_care,-27.619464,153.088951,full,63.4
CCX-000348,FDR-SEQ-0027,REG-SEQ,Airport Site 348,airport,-27.570522,152.742767,none,68.0
CCX-000349,FDR-SEQ-0012,REG-SEQ,School Site 349,school,-27.673439,152.710468,partial,67.6
CCX-000350,FDR-SEQ-0026,REG-SEQ,Industrial Site 350,industrial,-26.599733,152.944812,partial,76.4
CCX-000351,FDR-SEQ-0012,REG-SEQ,Industrial Site 351,industrial,-27.437698,152.938913,none,99
CCX-000352,FDR-CQI-0103,REG-CQI,Aged Care Site 352,aged_care,-23.504589,148.140258,full,68.0
CCX-000353,FDR-SEQ-0001,REG-SEQ,Airport Site 353,airport,-27.557423,152.775685,unknown,46.7
CCX-000354,FDR-SEQ-0011,REG-SEQ,School Site 354,school,-26.572842,152.947094,full,51.3
CCX-000355,FDR-SEQ-0009,REG-SEQ,Water Pumping Site 355,water_pumping,-28.046082,153.261949,full,52.1
CCX-000356,FDR-SEQ-0037,REG-SEQ,Airport Site 356,airport,-27.509607,152.931776,partial,49.2
CCX-000357,FDR-SEQ-0006,REG-SEQ,Emergency Services Site 357,emergency_services,-26.656466,152.973458,unknown,40.2
CCX-000358,FDR-SEQ-0031,REG-SEQ,Aged Care Site 358,aged_care,-27.666638,153.109005,partial,57.8
CCX-000359,FDR-SEQ-0020,REG-SEQ,Airport Site 359,airport,-27.142178,152.892089,full,73.8
CCX-000360,FDR-TSV-0076,REG-TSV,Telecom Site 360,telecom,-17.517829,145.965636,partial,66.9
CCX-000361,FDR-SEQ-0010,REG-SEQ,Emergency Services Site 361,emergency_services,-27.679613,153.029402,full,51.6
CCX-000362,FDR-SEQ-0005,REG-SEQ,Water Pumping Site 362,water_pumping,-27.434608,153.028761,partial,51.8
CCX-000363,FDR-TSV-0081,REG-TSV,Telecom Site 363,telecom,-16.965338,145.655628,unknown,74.6
CCX-000364,FDR-SEQ-0012,REG-SEQ,Water Pumping Site 364,water_pumping,-27.465643,152.995948,full,72.0
CCX-000365,FDR-SEQ-0011,REG-SEQ,Emergency Services Site 365,emergency_services,-27.506160,153.010385,partial,86.1
CCX-000366,FDR-SEQ-0041,REG-SEQ,Water Pumping Site 366,water_pumping,-27.636381,153.029016,unknown,66.5
CCX-000367,FDR-SEQ-0012,REG-SEQ,Aged Care Site 367,aged_care,-27.421064,152.973580,partial,51.6
CCX-000368,FDR-SEQ-0023,REG-SEQ,Water Pumping Site 368,water_pumping,-27.524315,153.021403,unknown,59.5
CCX-000369,FDR-SEQ-0020,REG-SEQ,Telecom Site 369,telecom,-27.991965,153.248755,partial,83.7
CCX-000370,FDR-TSV-0074,REG-TSV,Aged Care Site 370,aged_care,-18.644192,146.112036,unknown,82.3
CCX-000371,FDR-SEQ-0033,REG-SEQ,Industrial Site 371,industrial,-27.580165,153.110276,unknown,83.4
CCX-000372,FDR-SEQ-0001,REG-SEQ,Aged Care Site 372,aged_care,-27.580215,152.706227,none,97.1
CCX-000373,FDR-CQI-0108,REG-CQI,Aged Care Site 373,aged_care,-23.800544,151.207907,none,39.4
CCX-000374,FDR-SEQ-0040,REG-SEQ,Industrial Site 374,industrial,-27.071729,152.942040,full,75.4
CCX-000375,FDR-SEQ-0031,REG-SEQ,Emergency Services Site 375,emergency_services,-27.436925,152.954956,full,62.6
CCX-000376,FDR-SEQ-0033,REG-SEQ,Emergency Services Site 376,emergency_services,-27.668982,152.754709,unknown,82.6
CCX-000377,FDR-SEQ-0033,REG-SEQ,Aged Care Site 377,aged_care,-27.435788,152.992918,partial,52.2
CCX-000378,FDR-SEQ-0027,REG-SEQ,Hospital Site 378,hospital,-27.610529,152.775577,full,99
CCX-000379,FDR-SEQ-0031,REG-SEQ,Airport Site 379,airport,-26.644693,152.945423,none,97.4
CCX-000380,FDR-SEQ-0023,REG-SEQ,Emergency Services Site 380,emergency_services,-26.608504,152.846307,unknown,54.6
CCX-000381,FDR-SEQ-0027,REG-SEQ,Airport Site 381,airport,-27.940271,153.302728,unknown,79.9
CCX-000382,FDR-SEQ-0032,REG-SEQ,Industrial Site 382,industrial,-27.692982,153.138911,partial,74.4
CCX-000383,FDR-SEQ-0021,REG-SEQ,Emergency Services Site 383,emergency_services,-27.506023,152.991174,unknown,99
CCX-000384,FDR-SEQ-0020,REG-SEQ,Telecom Site 384,telecom,-26.654479,152.933988,partial,63.4
CCX-000385,FDR-SEQ-0004,REG-SEQ,Emergency Services Site 385,emergency_services,-27.032881,152.878362,partial,42.1
CCX-000386,FDR-SEQ-0022,REG-SEQ,Emergency Services Site 386,emergency_services,-27.612308,153.070001,none,99
CCX-000387,FDR-SEQ-0009,REG-SEQ,Water Pumping Site 387,water_pumping,-27.494667,152.999771,unknown,71.5
CCX-000388,FDR-SEQ-0012,REG-SEQ,Airport Site 388,airport,-27.077850,152.909562,full,75.8
CCX-000389,FDR-SEQ-0027,REG-SEQ,Hospital Site 389,hospital,-27.665196,153.060481,full,79.9
CCX-000390,FDR-CQI-0101,REG-CQI,Aged Care Site 390,aged_care,-23.336176,150.389449,partial,71.8
CCX-000391,FDR-CQI-0098,REG-CQI,Airport Site 391,airport,-23.578132,148.115353,unknown,87.7
CCX-000392,FDR-SEQ-0009,REG-SEQ,Hospital Site 392,hospital,-28.002152,153.342258,unknown,59.3
CCX-000393,FDR-SEQ-0020,REG-SEQ,Hospital Site 393,hospital,-27.698395,153.067782,unknown,99
CCX-000394,FDR-CQI-0090,REG-CQI,Telecom Site 394,telecom,-23.831078,151.179421,none,66.1
CCX-000395,FDR-SEQ-0022,REG-SEQ,Industrial Site 395,industrial,-27.101668,152.887232,full,89.3
CCX-000396,FDR-SEQ-0011,REG-SEQ,Aged Care Site 396,aged_care,-27.050137,152.908764,partial,43.2
CCX-000397,FDR-MKY-0062,REG-MKY,Aged Care Site 397,aged_care,-21.170758,149.090406,none,70.7
CCX-000398,FDR-MKY-0051,REG-MKY,Industrial Site 398,industrial,-20.355409,148.483786,partial,67.2
CCX-000399,FDR-SEQ-0012,REG-SEQ,Airport Site 399,airport,-26.618364,152.905098,partial,69.0
CCX-000400,FDR--RW-0121,REG-RW,Airport Site 400,airport,-20.715998,139.476035,unknown,44.4
CCX-000401,FDR-SEQ-0017,REG-SEQ,Aged Care Site 401,aged_care,-27.072887,152.835279,unknown,52.4
CCX-000402,FDR-SEQ-0040,REG-SEQ,Industrial Site 402,industrial,-27.518605,152.952059,unknown,58.6
CCX-000403,FDR-SEQ-0024,REG-SEQ,Emergency Services Site 403,emergency_services,-27.509537,153.024437,unknown,74.4
CCX-000404,FDR-SEQ-0026,REG-SEQ,Emergency Services Site 404,emergency_services,-28.024042,153.211523,unknown,78.0
CCX-000405,FDR-SEQ-0035,REG-SEQ,Aged Care Site 405,aged_care,-27.608319,153.131557,full,94.7
CCX-000406,FDR-SEQ-0027,REG-SEQ,School Site 406,school,-27.510297,152.993626,full,82.0
CCX-000407,FDR-SEQ-0010,REG-SEQ,Hospital Site 407,hospital,-27.442152,152.957933,partial,73.9
CCX-000408,FDR-SEQ-0025,REG-SEQ,Telecom Site 408,telecom,-27.970066,153.294836,unknown,40.2
CCX-000409,FDR-SEQ-0033,REG-SEQ,Emergency Services Site 409,emergency_services,-26.659886,152.963306,none,77.3
CCX-000410,FDR-TSV-0066,REG-TSV,School Site 410,school,-17.498034,145.942736,none,66.5
CCX-000411,FDR-SEQ-0041,REG-SEQ,Airport Site 411,airport,-27.485884,153.005374,none,36.5
CCX-000412,FDR-SEQ-0026,REG-SEQ,Telecom Site 412,telecom,-27.094984,152.925748,full,71.1
CCX-000413,FDR-SEQ-0020,REG-SEQ,Industrial Site 413,industrial,-27.581948,152.732484,full,75.1
CCX-000414,FDR-SEQ-0038,REG-SEQ,Aged Care Site 414,aged_care,-27.565522,152.783995,full,52.5
CCX-000415,FDR-SEQ-0033,REG-SEQ,Emergency Services Site 415,emergency_services,-27.576571,152.702180,partial,84.3
CCX-000416,FDR-SEQ-0027,REG-SEQ,Telecom Site 416,telecom,-27.621851,152.755650,full,83.5
CCX-000417,FDR-SEQ-0025,REG-SEQ,Industrial Site 417,industrial,-27.483794,153.017232,partial,78.5
CCX-000418,FDR-SEQ-0025,REG-SEQ,Industrial Site 418,industrial,-27.460301,153.014277,unknown,66.8
CCX-000419,FDR-SEQ-0026,REG-SEQ,School Site 419,school,-27.692949,153.067058,none,37.7
CCX-000420,FDR-TSV-0077,REG-TSV,Aged Care Site 420,aged_care,-18.687406,146.143408,partial,68.1
CCX-000421,FDR-SEQ-0026,REG-SEQ,Telecom Site 421,telecom,-27.561233,152.772929,partial,58.4
CCX-000422,FDR-SEQ-0035,REG-SEQ,Emergency Services Site 422,emergency_services,-27.522383,152.993589,unknown,87.2
CCX-000423,FDR-SEQ-0009,REG-SEQ,Telecom Site 423,telecom,-27.629922,152.721463,unknown,52.3
CCX-000424,FDR-SEQ-0017,REG-SEQ,Telecom Site 424,telecom,-27.645396,153.031891,none,45.0
CCX-000425,FDR-SEQ-0005,REG-SEQ,Water Pumping Site 425,water_pumping,-27.625541,152.721099,full,81.9
CCX-000426,FDR-CQI-0089,REG-CQI,Water Pumping Site 426,water_pumping,-23.528153,148.174771,partial,54.6
CCX-000427,FDR-SEQ-0024,REG-SEQ,Aged Care Site 427,aged_care,-28.010828,153.242563,unknown,65.1
CCX-000428,FDR-SEQ-0003,REG-SEQ,Hospital Site 428,hospital,-27.499143,153.033855,unknown,60.7
CCX-000429,FDR-SEQ-0028,REG-SEQ,Telecom Site 429,telecom,-26.589793,152.878611,partial,36.9
CCX-000430,FDR-CQI-0106,REG-CQI,School Site 430,school,-23.834889,151.219323,full,64.9
CCX-000431,FDR-SEQ-0039,REG-SEQ,Telecom Site 431,telecom,-28.027655,153.213124,full,78.1
CCX-000432,FDR-SEQ-0030,REG-SEQ,Water Pumping Site 432,water_pumping,-27.650020,152.751984,none,42.7
CCX-000433,FDR-SEQ-0033,REG-SEQ,Hospital Site 433,hospital,-26.648460,152.878379,partial,26.4
CCX-000434,FDR-TSV-0087,REG-TSV,School Site 434,school,-18.646652,146.121944,none,84.3
CCX-000435,FDR-TSV-0068,REG-TSV,Airport Site 435,airport,-19.309849,146.761051,unknown,76.3
CCX-000436,FDR-TSV-0082,REG-TSV,Emergency Services Site 436,emergency_services,-17.580075,145.876927,unknown,93.4
CCX-000437,FDR-SEQ-0042,REG-SEQ,Hospital Site 437,hospital,-26.616254,152.921070,full,45.3
CCX-000438,FDR-SEQ-0034,REG-SEQ,Emergency Services Site 438,emergency_services,-27.619012,152.724691,partial,51.8
CCX-000439,FDR-SEQ-0032,REG-SEQ,Aged Care Site 439,aged_care,-26.601902,152.890087,none,48.0
CCX-000440,FDR-SEQ-0031,REG-SEQ,Industrial Site 440,industrial,-27.513558,152.956625,partial,64.3
CCX-000441,FDR-SEQ-0007,REG-SEQ,Emergency Services Site 441,emergency_services,-27.442858,152.961817,unknown,76.7
CCX-000442,FDR-SEQ-0033,REG-SEQ,Telecom Site 442,telecom,-26.582230,152.874512,none,62.5
CCX-000443,FDR-SEQ-0011,REG-SEQ,Airport Site 443,airport,-26.621637,152.879804,none,61.1
CCX-000444,FDR-MKY-0061,REG-MKY,Airport Site 444,airport,-19.985479,148.124801,full,69.2
CCX-000445,FDR-SEQ-0008,REG-SEQ,Emergency Services Site 445,emergency_services,-27.518836,152.982594,none,59.7
CCX-000446,FDR-SEQ-0007,REG-SEQ,Emergency Services Site 446,emergency_services,-28.033732,153.267922,partial,76.0
CCX-000447,FDR-SEQ-0039,REG-SEQ,Water Pumping Site 447,water_pumping,-26.651432,152.907078,unknown,58.9
CCX-000448,FDR-SEQ-0033,REG-SEQ,Telecom Site 448,telecom,-26.607390,152.966443,none,62.6
CCX-000449,FDR-SEQ-0038,REG-SEQ,Hospital Site 449,hospital,-27.523068,152.999717,full,50.0
CCX-000450,FDR-SEQ-0019,REG-SEQ,Telecom Site 450,telecom,-27.627284,153.122680,unknown,89.7
CCX-000451,FDR-SEQ-0032,REG-SEQ,Aged Care Site 451,aged_care,-27.126061,152.947722,partial,62.1
CCX-000452,FDR-TSV-0082,REG-TSV,Hospital Site 452,hospital,-17.530300,146.008497,unknown,54.3
CCX-000453,FDR-SEQ-0006,REG-SEQ,School Site 453,school,-28.048955,153.245721,unknown,60.6
CCX-000454,FDR-SEQ-0027,REG-SEQ,Telecom Site 454,telecom,-27.693776,153.074193,unknown,75.0
CCX-000455,FDR-SEQ-0038,REG-SEQ,Aged Care Site 455,aged_care,-27.500668,153.014599,full,82.9
CCX-000456,FDR-SEQ-0025,REG-SEQ,Airport Site 456,airport,-27.417484,152.948717,none,68.4
CCX-000457,FDR-SEQ-0035,REG-SEQ,Industrial Site 457,industrial,-26.603639,152.844288,partial,82.8
CCX-000458,FDR-SEQ-0005,REG-SEQ,Industrial Site 458,industrial,-27.673166,152.754631,none,64.6
CCX-000459,FDR-SEQ-0032,REG-SEQ,Water Pumping Site 459,water_pumping,-27.607073,152.787364,partial,71.4
CCX-000460,FDR-SEQ-0025,REG-SEQ,Industrial Site 460,industrial,-27.629914,152.795566,unknown,70.6
CCX-000461,FDR-SEQ-0039,REG-SEQ,Industrial Site 461,industrial,-27.643305,153.134277,partial,81.1
CCX-000462,FDR-SEQ-0018,REG-SEQ,Telecom Site 462,telecom,-27.591915,153.063366,full,64.7
CCX-000463,FDR-SEQ-0008,REG-SEQ,Water Pumping Site 463,water_pumping,-27.523505,152.977298,unknown,60.5
CCX-000464,FDR-SEQ-0040,REG-SEQ,Water Pumping Site 464,water_pumping,-27.565371,152.746836,full,95.1
CCX-000465,FDR-SEQ-0006,REG-SEQ,Water Pumping Site 465,water_pumping,-26.614018,152.919711,full,68.1
CCX-000466,FDR-SEQ-0042,REG-SEQ,Industrial Site 466,industrial,-27.681592,153.119231,none,58.0
CCX-000467,FDR-SEQ-0003,REG-SEQ,Telecom Site 467,telecom,-27.114057,152.930210,full,67.1
CCX-000468,FDR-SEQ-0031,REG-SEQ,Water Pumping Site 468,water_pumping,-27.504622,152.956970,none,60.9
CCX-000469,FDR-SEQ-0012,REG-SEQ,Industrial Site 469,industrial,-27.040490,152.906832,unknown,74.1
CCX-000470,FDR-MKY-0044,REG-MKY,Water Pumping Site 470,water_pumping,-21.135654,149.136960,none,47.5
CCX-000471,FDR-SEQ-0013,REG-SEQ,School Site 471,school,-28.023904,153.342641,partial,49.8
CCX-000472,FDR-SEQ-0030,REG-SEQ,Industrial Site 472,industrial,-27.109337,152.953800,partial,61.3
CCX-000473,FDR-CQI-0092,REG-CQI,Water Pumping Site 473,water_pumping,-23.789360,151.200156,unknown,65.8
CCX-000474,FDR-SEQ-0030,REG-SEQ,Emergency Services Site 474,emergency_services,-26.614908,152.868150,partial,99
CCX-000475,FDR-TSV-0074,REG-TSV,Emergency Services Site 475,emergency_services,-19.232433,146.720399,none,54.9
CCX-000476,FDR-SEQ-0025,REG-SEQ,Telecom Site 476,telecom,-27.945003,153.246104,partial,67.6
CCX-000477,FDR-CQI-0101,REG-CQI,Telecom Site 477,telecom,-23.572678,148.177150,partial,65.1
CCX-000478,FDR-SEQ-0035,REG-SEQ,Hospital Site 478,hospital,-27.990148,153.271788,none,70.6
CCX-000479,FDR-SEQ-0013,REG-SEQ,Emergency Services Site 479,emergency_services,-26.628074,152.931067,partial,73.9
