asset_id,feeder_id,substation_id,region_id,asset_type,asset_name,lat,lon,install_year,manufacturer,material,voltage_kv,status,criticality_score,access_difficulty_score,coastal_corrosion_score,flood_exposure_score,cyclone_exposure_score,bushfire_exposure_score
AST-SEQ-POL-001799,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,pole,POLE Brisbane 001800,-27.388069,153.108753,2011,SteelPoleAU,concrete,33.0,in_service,58.0,0,0,31.2,9.0,0
AST-SEQ-REC-001800,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,recloser,RECLOSER Brisbane 001801,-27.382726,153.013184,1983,NOJA Power,vacuum,22.0,in_service,60.2,16.8,3.5,17.5,0,16.4
AST-SEQ-POL-001801,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,pole,POLE Brisbane 001802,-27.562733,153.091315,2023,SteelPoleAU,composite,11.0,in_service,49.7,0,0.0,6.5,4.7,10.7
AST-SEQ-POL-001802,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,pole,POLE Brisbane 001803,-27.356455,152.909465,2009,Hardwood Co.,hardwood,22.0,in_service,86.1,0,37.0,12.9,0,4.7
AST-SEQ-POL-001803,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,pole,POLE Brisbane 001804,-27.379854,152.905468,2008,ConcreteWorks,composite,33.0,in_service,82.4,0,0,34.4,20.3,21.5
AST-SEQ-CON-001804,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,conductor_span,CONDUCTOR_SPAN Brisbane 001805,-27.569262,153.12632,2018,Nexans,aluminium,11.0,in_service,64.7,18.6,5.8,32.9,21.0,4.2
AST-SEQ-REC-001805,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,recloser,RECLOSER Brisbane 001806,-27.438804,153.157372,2020,S&C,sf6,22.0,in_service,49.5,11.2,22.4,0,0,11.4
AST-SEQ-POL-001806,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,pole,POLE Brisbane 001807,-27.407373,153.143383,2023,SteelPoleAU,hardwood,22.0,in_service,49.0,1.0,0,0,9.2,3.6
AST-SEQ-POL-001807,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,pole,POLE Brisbane 001808,-27.485046,153.15013,2001,SteelPoleAU,concrete,11.0,in_service,48.2,18.6,0,33.8,0,5.2
AST-SEQ-POL-001808,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,pole,POLE Brisbane 001809,-27.338067,152.950433,2018,CompositePoleCo,steel,22.0,in_service,100,2.7,38.3,20.8,11.8,4.1
AST-SEQ-POL-001809,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,pole,POLE Brisbane 001810,-27.414625,152.977903,2023,ConcreteWorks,steel,22.0,in_service,76.4,0,48.5,17.7,0,2.3
AST-SEQ-RIN-001810,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,ring_main_unit,RING_MAIN_UNIT Brisbane 001811,-27.440418,153.003054,2012,Schneider,air,22.0,in_service,77.3,1.7,10.1,7.4,26.5,27.4
AST-SEQ-CON-001811,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,conductor_span,CONDUCTOR_SPAN Brisbane 001812,-27.425398,152.978585,2023,Nexans,acsr,11.0,in_service,57.6,10.3,6.9,23.5,0.9,16.8
AST-SEQ-POL-001812,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,pole,POLE Brisbane 001813,-27.3827,153.141898,2015,ConcreteWorks,steel,11.0,in_service,56.2,17.1,0.4,0,18.2,13.4
AST-SEQ-SEC-001813,FDR-SEQ-0034,SS-SEQ-0006,REG-SEQ,sectionaliser,SECTIONALISER Brisbane 001814,-27.457486,152.887949,1970,NOJA Power,vacuum,11.0,in_service,72.0,2.8,0,17.5,19.4,0
AST-SEQ-TRA-001814,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001815,-27.712468,153.090659,1983,Schneider,dry_type,66.0,in_service,50.7,0,4.0,8.7,1.7,7.0
AST-SEQ-POL-001815,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001816,-27.616003,153.221612,1995,SteelPoleAU,steel,33.0,in_service,59.2,0,0,51.6,2.4,26.0
AST-SEQ-RIN-001816,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,ring_main_unit,RING_MAIN_UNIT Logan 001817,-27.733695,153.038514,1990,Schneider,sf6,22.0,in_service,34.5,0,0,0,14.6,24.3
AST-SEQ-POL-001817,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001818,-27.538398,153.230733,2020,ConcreteWorks,hardwood,11.0,in_service,74.2,1.6,0,14.4,15.6,18.3
AST-SEQ-TRA-001818,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001819,-27.63101,153.174372,1973,Siemens,dry_type,22.0,in_service,76.0,0.5,29.3,17.4,14.8,20.9
AST-SEQ-CON-001819,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,conductor_span,CONDUCTOR_SPAN Logan 001820,-27.628886,153.19767,1988,Prysmian,aluminium,11.0,in_service,82.7,4.0,5.0,39.7,14.1,0
AST-SEQ-POL-001820,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001821,-27.59949,153.182126,1970,SteelPoleAU,steel,33.0,in_service,54.5,9.3,18.8,24.3,0,18.6
AST-SEQ-TRA-001821,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001822,-27.523253,152.978312,1972,Schneider,dry_type,11.0,in_service,70.4,7.1,0.7,0,26.8,13.3
AST-SEQ-SWI-001822,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,switch,SWITCH Logan 001823,-27.531578,153.241251,1976,ABB,air,33.0,in_service,37.3,22.5,0.1,10.6,17.7,17.2
AST-SEQ-SWI-001823,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,switch,SWITCH Logan 001824,-27.71214,153.079151,1987,ABB,air,22.0,in_service,74.0,2.2,13.5,0,3.5,8.9
AST-SEQ-POL-001824,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001825,-27.581049,153.142839,1976,ConcreteWorks,concrete,33.0,planned_replacement,53.6,9.5,26.3,29.2,1.0,26.1
AST-SEQ-TRA-001825,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001826,-27.590435,153.043779,2019,Siemens,oil_filled,33.0,planned_replacement,69.0,24.5,0,44.8,0.0,0
AST-SEQ-POL-001826,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001827,-27.740633,153.168795,1975,Hardwood Co.,hardwood,22.0,in_service,79.6,21.5,12.4,54.5,2.0,5.9
AST-SEQ-POL-001827,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001828,-27.625387,152.986716,1977,SteelPoleAU,composite,11.0,in_service,47.4,27.0,20.7,8.8,8.9,7.5
AST-SEQ-REC-001828,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,recloser,RECLOSER Logan 001829,-27.77009,153.146203,1982,G&W Electric,vacuum,11.0,in_service,57.3,0,0,22.6,5.6,2.2
AST-SEQ-TRA-001829,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001830,-27.512868,153.065368,2004,Wilson Transformer,dry_type,66.0,in_service,46.6,24.5,0,35.2,8.1,7.0
AST-SEQ-TRA-001830,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001831,-27.635182,153.211756,1990,Wilson Transformer,oil_filled,0.4,in_service,58.3,36.9,18.1,16.9,13.9,12.0
AST-SEQ-POL-001831,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001832,-27.563755,152.992456,2022,ConcreteWorks,steel,11.0,in_service,67.7,18.8,3.3,14.9,23.0,15.6
AST-SEQ-POL-001832,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001833,-27.559744,153.154121,2013,Hardwood Co.,concrete,11.0,in_service,67.9,22.8,0,22.3,0,0
AST-SEQ-POL-001833,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001834,-27.577813,152.99718,1985,ConcreteWorks,concrete,33.0,in_service,62.3,28.0,28.3,57.9,13.3,0
AST-SEQ-TRA-001834,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001835,-27.727696,153.168286,1998,ABB,dry_type,0.4,in_service,71.1,3.4,20.3,0,0,27.6
AST-SEQ-POL-001835,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001836,-27.738573,153.221493,2000,Hardwood Co.,composite,22.0,in_service,45.3,25.7,7.7,28.1,4.4,9.2
AST-SEQ-POL-001836,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001837,-27.556581,153.166507,2024,CompositePoleCo,concrete,33.0,in_service,55.1,5.8,0,21.6,0,0
AST-SEQ-POL-001837,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001838,-27.565627,153.013381,2014,Hardwood Co.,concrete,22.0,in_service,18.3,15.6,9.8,0.8,21.3,0
AST-SEQ-POL-001838,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001839,-27.617537,153.157575,2001,Hardwood Co.,hardwood,11.0,in_service,77.3,11.3,2.8,32.5,14.9,31.7
AST-SEQ-POL-001839,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001840,-27.654805,153.013618,1987,Hardwood Co.,concrete,22.0,in_service,100,23.5,8.9,0,0,0
AST-SEQ-POL-001840,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001841,-27.60659,153.215185,2016,Hardwood Co.,concrete,11.0,in_service,73.2,10.0,11.3,4.6,30.0,13.2
AST-SEQ-RIN-001841,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,ring_main_unit,RING_MAIN_UNIT Logan 001842,-27.675171,152.979728,2022,Siemens,air,22.0,in_service,48.3,14.0,0,20.5,0,4.6
AST-SEQ-POL-001842,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001843,-27.755288,153.075414,1991,ConcreteWorks,concrete,33.0,in_service,42.9,33.7,6.8,13.0,14.1,9.0
AST-SEQ-TRA-001843,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001844,-27.514677,153.180097,1982,ABB,dry_type,0.4,decommissioned,50.5,12.3,0,13.9,5.7,2.6
AST-SEQ-POL-001844,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001845,-27.587963,153.039342,1987,SteelPoleAU,steel,22.0,in_service,78.2,21.2,0,0,5.3,28.9
AST-SEQ-SWI-001845,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,switch,SWITCH Logan 001846,-27.596301,153.125271,1993,ABB,sf6,33.0,in_service,67.3,17.9,9.9,28.4,0,33.3
AST-SEQ-SEC-001846,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,sectionaliser,SECTIONALISER Logan 001847,-27.647728,153.136317,2001,NOJA Power,vacuum,11.0,in_service,86.8,0,25.4,20.6,11.6,23.2
AST-SEQ-CON-001847,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,conductor_span,CONDUCTOR_SPAN Logan 001848,-27.717964,153.182727,1984,Nexans,acsr,33.0,in_service,77.8,0,34.4,0,12.1,0
AST-SEQ-POL-001848,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001849,-27.667369,153.126136,1997,ConcreteWorks,steel,11.0,in_service,62.5,3.8,1.8,14.1,5.2,10.1
AST-SEQ-POL-001849,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001850,-27.517518,153.044868,1995,SteelPoleAU,steel,22.0,in_service,65.1,22.2,0,30.1,8.3,9.6
AST-SEQ-POL-001850,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001851,-27.774554,153.000431,1978,CompositePoleCo,composite,11.0,in_service,66.0,27.3,7.0,8.9,9.1,0
AST-SEQ-POL-001851,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001852,-27.747969,153.077984,1996,Hardwood Co.,steel,22.0,in_service,52.0,18.2,16.1,21.8,0.7,11.8
AST-SEQ-TRA-001852,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001853,-27.727854,153.08114,1986,Wilson Transformer,dry_type,22.0,in_service,97.9,3.2,20.4,17.4,5.6,0
AST-SEQ-POL-001853,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001854,-27.602894,153.058286,1974,CompositePoleCo,composite,11.0,in_service,61.3,0,34.1,18.6,0,18.9
AST-SEQ-CON-001854,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,conductor_span,CONDUCTOR_SPAN Logan 001855,-27.514032,153.237311,1971,Nexans,acsr,22.0,in_service,55.6,12.9,0,33.0,22.8,0
AST-SEQ-SWI-001855,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,switch,SWITCH Logan 001856,-27.629396,153.152289,2013,NOJA Power,air,22.0,in_service,25.7,0,30.6,0,0,26.3
AST-SEQ-POL-001856,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001857,-27.627065,152.991176,1988,Hardwood Co.,composite,11.0,in_service,63.4,23.9,0,31.3,3.2,37.0
AST-SEQ-POL-001857,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001858,-27.766599,153.161299,2023,SteelPoleAU,steel,33.0,in_service,37.6,9.3,14.5,34.3,0,0
AST-SEQ-POL-001858,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001859,-27.618172,153.052516,2001,SteelPoleAU,steel,22.0,in_service,50.6,0,27.1,0,5.2,0
AST-SEQ-POL-001859,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001860,-27.598382,153.094443,1969,Hardwood Co.,steel,11.0,in_service,63.1,0,5.0,35.4,0,0
AST-SEQ-TRA-001860,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001861,-27.699642,153.172593,1976,Schneider,oil_filled,66.0,decommissioned,68.8,0,0,6.2,0,0
AST-SEQ-POL-001861,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001862,-27.653107,153.232757,1970,CompositePoleCo,composite,11.0,in_service,68.8,13.7,6.2,9.7,22.7,0
AST-SEQ-REC-001862,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,recloser,RECLOSER Logan 001863,-27.580513,153.183978,2002,G&W Electric,sf6,11.0,in_service,64.9,0,13.8,0,12.3,1.6
AST-SEQ-POL-001863,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001864,-27.76267,153.010036,1998,ConcreteWorks,hardwood,22.0,in_service,37.1,20.3,17.3,11.0,0,0
AST-SEQ-TRA-001864,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001865,-27.591052,153.114952,2015,ABB,dry_type,0.4,in_service,62.0,16.5,2.5,17.0,4.8,6.6
AST-SEQ-POL-001865,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001866,-27.502288,153.206535,1986,Hardwood Co.,hardwood,22.0,in_service,74.2,5.0,8.3,43.6,0,14.1
AST-SEQ-SWI-001866,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,switch,SWITCH Logan 001867,-27.566342,153.237693,1995,Schneider,air,33.0,under_monitoring,57.5,33.1,13.5,35.1,2.1,0
AST-SEQ-POL-001867,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001868,-27.68263,153.019361,2018,ConcreteWorks,hardwood,33.0,in_service,59.7,32.2,14.4,16.6,5.1,0
AST-SEQ-POL-001868,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001869,-27.66311,152.977459,1965,SteelPoleAU,steel,33.0,in_service,89.3,10.8,0,16.6,3.2,0
AST-SEQ-POL-001869,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001870,-27.565482,152.972431,1995,Hardwood Co.,concrete,33.0,in_service,63.8,10.8,28.1,21.8,4.9,5.6
AST-SEQ-POL-001870,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001871,-27.570157,153.229248,1995,SteelPoleAU,steel,11.0,in_service,58.1,0,7.6,23.8,12.8,0
AST-SEQ-POL-001871,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001872,-27.578075,153.120177,2005,SteelPoleAU,steel,11.0,in_service,77.8,0,28.6,0,11.4,20.4
AST-SEQ-POL-001872,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001873,-27.667701,153.157453,1970,SteelPoleAU,steel,22.0,in_service,74.1,17.8,23.0,30.1,8.5,13.0
AST-SEQ-SWI-001873,FDR-SEQ-0035,SS-SEQ-0002,REG-SEQ,switch,SWITCH Logan 001874,-27.569243,152.988816,1981,NOJA Power,vacuum,11.0,in_service,69.8,11.9,0,23.4,0,0
AST-SEQ-POL-001874,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001875,-27.704757,153.137439,2022,ConcreteWorks,steel,22.0,in_service,73.3,14.6,6.2,16.5,28.4,6.5
AST-SEQ-POL-001875,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001876,-27.647908,153.171234,1971,CompositePoleCo,concrete,22.0,in_service,64.2,0,2.1,25.3,2.6,0
AST-SEQ-REC-001876,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,recloser,RECLOSER Logan 001877,-27.529429,153.031185,1987,S&C,vacuum,11.0,in_service,50.2,0,0,20.5,12.4,7.2
AST-SEQ-POL-001877,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001878,-27.594691,153.029179,2019,SteelPoleAU,concrete,11.0,under_monitoring,57.7,9.3,7.1,10.4,29.9,13.1
AST-SEQ-POL-001878,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001879,-27.70235,153.209772,1981,ConcreteWorks,concrete,33.0,in_service,70.0,0,11.3,34.6,4.0,16.6
AST-SEQ-POL-001879,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001880,-27.604753,153.228127,1979,SteelPoleAU,composite,33.0,in_service,78.6,6.0,21.0,34.5,20.2,0
AST-SEQ-TRA-001880,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001881,-27.524653,153.127156,2010,Schneider,oil_filled,22.0,in_service,55.3,13.2,5.1,21.7,24.5,4.7
AST-SEQ-POL-001881,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001882,-27.608288,153.021828,1993,SteelPoleAU,concrete,22.0,in_service,43.8,37.9,4.0,32.0,0.5,0
AST-SEQ-POL-001882,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001883,-27.604488,153.127359,1978,ConcreteWorks,concrete,11.0,in_service,81.1,18.2,9.8,35.2,18.3,0
AST-SEQ-POL-001883,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001884,-27.573477,153.191496,1972,CompositePoleCo,hardwood,11.0,in_service,61.6,1.5,0,26.2,1.3,11.9
AST-SEQ-CON-001884,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,conductor_span,CONDUCTOR_SPAN Logan 001885,-27.663607,153.09825,2002,Nexans,covered_conductor,66.0,in_service,71.7,8.8,23.3,19.0,0,12.6
AST-SEQ-POL-001885,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001886,-27.631944,153.028914,1967,ConcreteWorks,hardwood,33.0,in_service,48.8,0,16.5,32.6,8.2,13.2
AST-SEQ-POL-001886,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001887,-27.532927,153.055329,1976,CompositePoleCo,composite,22.0,in_service,50.1,30.9,12.5,37.2,0,28.4
AST-SEQ-POL-001887,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001888,-27.728137,153.198593,1975,Hardwood Co.,hardwood,22.0,in_service,69.0,19.6,14.8,20.8,10.5,0
AST-SEQ-TRA-001888,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,transformer,TRANSFORMER Logan 001889,-27.525264,153.033826,1975,Siemens,oil_filled,33.0,decommissioned,82.1,32.0,20.4,12.4,0,0.1
AST-SEQ-POL-001889,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001890,-27.626607,153.091393,1964,CompositePoleCo,hardwood,11.0,in_service,68.1,20.3,2.8,0,4.9,0
AST-SEQ-SWI-001890,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,switch,SWITCH Logan 001891,-27.597158,153.112587,2002,NOJA Power,air,33.0,in_service,58.6,5.7,0,7.0,2.0,23.3
AST-SEQ-POL-001891,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001892,-27.762517,153.070858,1980,Hardwood Co.,composite,22.0,in_service,52.4,14.0,0,20.6,2.9,22.3
AST-SEQ-CON-001892,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,conductor_span,CONDUCTOR_SPAN Logan 001893,-27.576875,153.181855,2011,Nexans,covered_conductor,66.0,in_service,55.5,6.7,18.7,15.8,0,7.4
AST-SEQ-POL-001893,FDR-SEQ-0036,SS-SEQ-0002,REG-SEQ,pole,POLE Logan 001894,-27.743159,153.116292,2009,SteelPoleAU,steel,22.0,in_service,68.2,0.3,7.4,3.5,16.1,5.9
AST-SEQ-POL-001894,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001895,-27.709151,152.641724,1972,Hardwood Co.,composite,22.0,in_service,48.0,0,19.9,4.5,11.6,0
AST-SEQ-SWI-001895,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,switch,SWITCH Ipswich 001896,-27.641887,152.716609,1984,Schneider,vacuum,11.0,planned_replacement,73.0,23.9,16.0,19.8,15.5,15.4
AST-SEQ-POL-001896,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001897,-27.585059,152.730221,1983,SteelPoleAU,composite,11.0,in_service,50.6,14.1,18.8,20.1,8.1,0
AST-SEQ-TRA-001897,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,transformer,TRANSFORMER Ipswich 001898,-27.70189,152.843438,1989,Siemens,oil_filled,0.4,in_service,53.0,20.7,29.6,26.4,1.3,0
AST-SEQ-TRA-001898,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,transformer,TRANSFORMER Ipswich 001899,-27.541444,152.709439,2002,ABB,oil_filled,0.4,in_service,71.2,18.8,0,37.5,8.0,20.7
AST-SEQ-POL-001899,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001900,-27.704537,152.718912,1982,Hardwood Co.,hardwood,22.0,in_service,65.5,0,12.6,12.7,0,6.7
AST-SEQ-POL-001900,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001901,-27.647389,152.870207,1967,Hardwood Co.,composite,33.0,under_monitoring,86.1,9.5,13.8,2.4,0,0
AST-SEQ-POL-001901,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001902,-27.529488,152.781379,1998,ConcreteWorks,hardwood,11.0,decommissioned,64.6,32.6,1.3,18.8,0,15.9
AST-SEQ-POL-001902,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001903,-27.551069,152.878985,2000,ConcreteWorks,concrete,11.0,in_service,65.6,12.8,24.9,0,31.0,0
AST-SEQ-POL-001903,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001904,-27.729015,152.681055,1976,ConcreteWorks,concrete,33.0,in_service,85.5,11.8,0,16.1,16.9,21.0
AST-SEQ-REC-001904,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,recloser,RECLOSER Ipswich 001905,-27.618144,152.767122,2017,G&W Electric,sf6,22.0,in_service,57.9,3.4,2.3,26.6,0,13.0
AST-SEQ-CON-001905,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,conductor_span,CONDUCTOR_SPAN Ipswich 001906,-27.688187,152.645527,2008,Prysmian,aluminium,22.0,in_service,54.3,16.3,0,50.5,1.2,11.5
AST-SEQ-REC-001906,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,recloser,RECLOSER Ipswich 001907,-27.573145,152.664508,1996,NOJA Power,sf6,11.0,in_service,80.8,31.1,0,2.5,7.6,28.5
AST-SEQ-SEC-001907,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,sectionaliser,SECTIONALISER Ipswich 001908,-27.635712,152.669472,1999,NOJA Power,vacuum,22.0,in_service,42.9,0,15.6,27.6,0,0
AST-SEQ-REC-001908,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,recloser,RECLOSER Ipswich 001909,-27.54802,152.855973,2002,S&C,sf6,22.0,under_monitoring,84.5,4.8,18.0,23.5,13.2,9.1
AST-SEQ-POL-001909,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001910,-27.681979,152.826264,2011,Hardwood Co.,hardwood,22.0,planned_replacement,57.1,21.3,16.4,0,20.5,0
AST-SEQ-SWI-001910,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,switch,SWITCH Ipswich 001911,-27.662919,152.703602,1979,Schneider,vacuum,11.0,under_monitoring,71.7,0,9.4,17.6,0,18.1
AST-SEQ-REC-001911,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,recloser,RECLOSER Ipswich 001912,-27.634922,152.776414,1978,G&W Electric,vacuum,22.0,in_service,53.8,0,0,1.7,16.1,0.9
AST-SEQ-POL-001912,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001913,-27.58548,152.749288,2004,CompositePoleCo,hardwood,33.0,in_service,75.1,0,19.9,4.3,12.4,2.7
AST-SEQ-POL-001913,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001914,-27.736724,152.732583,2018,ConcreteWorks,composite,11.0,in_service,50.2,0,14.1,11.0,30.2,37.6
AST-SEQ-POL-001914,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001915,-27.588515,152.747104,1970,ConcreteWorks,steel,11.0,decommissioned,60.3,21.2,1.6,24.6,0,12.3
AST-SEQ-POL-001915,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,pole,POLE Ipswich 001916,-27.536165,152.73502,1995,CompositePoleCo,concrete,33.0,in_service,58.7,0,0,10.6,26.0,7.2
AST-SEQ-TRA-001916,FDR-SEQ-0037,SS-SEQ-0004,REG-SEQ,transformer,TRANSFORMER Ipswich 001917,-27.512789,152.845901,1964,ABB,oil_filled,22.0,in_service,58.1,12.5,0,20.1,33.2,24.6
